Id,Name,Geometry,Info
31496,No Name 3386,"LINESTRING (20.165357589935 49.061943055988, 20.1652202613293 49.0618743914537)",Gravel Road (NetInfo)
31497,No Name 3386,"LINESTRING (20.1658191679257 49.0620574969389, 20.165357589935 49.061943055988)",Gravel Road (NetInfo)
31506,No Name 3387,"LINESTRING (20.1652202613293 49.0618743914537, 20.165027617556 49.0616760272308)",Gravel Road (NetInfo)
31507,No Name 3387,"LINESTRING (20.1633644100043 49.0618858355451, 20.1631278991277 49.061973573576)",Gravel Road (NetInfo)
31526,No Name 607,"LINESTRING (20.1340618124062 49.0621871966453, 20.134006500782 49.0622329729991)",Basic Road (NetInfo)
31563,No Name 3739,"LINESTRING (20.187980651786 49.0317001369265, 20.1869926452167 49.0315017713021)",Gravel Road (NetInfo)
31577,No Name 3427,"LINESTRING (20.1704826361285 49.0454788221543, 20.1701564791551 49.0455856343796)",Gravel Road (NetInfo)
31579,No Name 3427,"LINESTRING (20.1758670805204 49.0437049890733, 20.1756973263723 49.0437965401842)",Gravel Road (NetInfo)
31582,No Name 4654,"LINESTRING (20.1208400715849 49.0308341991424, 20.1211872111163 49.030826569529)",Gravel Road (NetInfo)
31596,No Name 2590,"LINESTRING (20.1579532627973 49.0564689651955, 20.1574287416211 49.0566062943132)",Large Road (NetInfo)
31597,No Name 2590,"LINESTRING (20.1581954950122 49.0564193745839, 20.1579532627973 49.0564689651955)",Large Road (NetInfo)
31613,No Name 1261,"LINESTRING (20.1983699796072 49.0616378802579, 20.1983070374548 49.0616607683666)",Basic Road (NetInfo)
31616,No Name 585,"LINESTRING (20.1414966590001 49.0476341262469, 20.1415672292115 49.0477867147096)",Gravel Road (NetInfo)
31646,No Name 4257,"LINESTRING (20.1861133575043 49.0643959063937, 20.1850624084133 49.0643577593155)",Highway (NetInfo)
31650,No Name 3701,"LINESTRING (20.1659889224496 49.0718688982031, 20.1659946433563 49.071926118724)",Gravel Road (NetInfo)
31656,No Name 1303,"LINESTRING (20.1594829555915 49.0562973038616, 20.1586837763364 49.0563468953411)",Large Road (NetInfo)
31657,No Name 1302,"LINESTRING (20.1612091070918 49.0564079303405, 20.1602840426651 49.0563240070766)",Large Road (NetInfo)
31658,No Name 1301,"LINESTRING (20.1602840426651 49.0563240070766, 20.1594829555915 49.0562973038616)",Large Road (NetInfo)
31659,No Name 1300,"LINESTRING (20.1599311820146 49.0562248246532, 20.1602840426651 49.0563240070766)",Oneway Road (NetInfo)
31670,No Name 3387,"LINESTRING (20.1453723923292 49.0704498311298, 20.145107268849 49.0706825275182)",Gravel Road (NetInfo)
31671,No Name 1482,"LINESTRING (20.1626834861233 49.0439262408238, 20.1630764013988 49.0442695630944)",Basic Road (NetInfo)
31673,No Name 630,"LINESTRING (20.1666927332787 49.0335350059165, 20.1669063560914 49.0333366422975)",Gravel Road (NetInfo)
31682,No Name 3790,"LINESTRING (20.1593589774323 49.0674552935227, 20.1589756004904 49.0675735494204)",Gravel Road (NetInfo)
31706,No Name 3734,"LINESTRING (20.1764430996431 49.0362930322274, 20.1768951414026 49.0365829489208)",Gravel Road (NetInfo)
31719,No Name 1470,"LINESTRING (20.1529045099248 49.0213317908426, 20.1532459247088 49.0215339683656)",Gravel Road (NetInfo)
31789,No Name 3387,"LINESTRING (20.148092269012 49.0668487566122, 20.1475887298061 49.0673866289039)",Gravel Road (NetInfo)
31819,No Name 2571,"LINESTRING (20.1382465347671 49.0664520281995, 20.1379528042593 49.0664711015823)",Large Road (NetInfo)
31821,No Name 3705,"LINESTRING (20.1911697387157 49.0655212419838, 20.1914367675238 49.0655899066512)",Basic Road (NetInfo)
31831,No Name 4218,"LINESTRING (20.1457214341918 49.0542755146407, 20.1457042684435 49.0538558979447)",Basic Road (NetInfo)
31835,No Name 4276,"LINESTRING (20.197433471374 49.0636978167513, 20.1967678066374 49.0633201617171)",Gravel Road (NetInfo)
31859,No Name 3379,"LINESTRING (20.1851787566967 49.062553407581, 20.1837005614849 49.0631866473181)",Gravel Road (NetInfo)
31876,No Name 1467,"LINESTRING (20.159547805741 49.0410919215988, 20.1596202849838 49.0412902842779)",Basic Road (NetInfo)
31877,No Name 1466,"LINESTRING (20.1530017851331 49.0234336858825, 20.1526794431024 49.0236778274046)",Gravel Road (NetInfo)
31900,No Name 616,"LINESTRING (20.1531772603725 49.0240364085661, 20.1531887056643 49.0245323198504)",Gravel Road (NetInfo)
31908,No Name 3791,"LINESTRING (20.1409282686509 49.0699386617362, 20.1401119232318 49.0698394794298)",Gravel Road (NetInfo)
31918,No Name 3683,"LINESTRING (20.1775379181053 49.0360870369681, 20.1783828738627 49.0360870385013)",Gravel Road (NetInfo)
31919,No Name 3683,"LINESTRING (20.1773719784606 49.0360298177686, 20.1775379181053 49.0360870369681)",Gravel Road (NetInfo)
31940,No Name 3788,"LINESTRING (20.1609125067994 49.0672956551359, 20.1607456204467 49.0672531146663)",Highway (NetInfo)
31987,No Name 291,"LINESTRING (20.1636161810578 49.0672531146533, 20.1644649499915 49.0672569292073)",Highway Bridge (NetInfo)
32001,No Name 803,"LINESTRING (20.1455192580691 49.0642280597371, 20.1453819289919 49.0643882770288)",Large Road Bridge (NetInfo)
32011,No Name 805,"LINESTRING (20.1423149097832 49.0646629351867, 20.1417808539516 49.0646629351687)",HighwayRamp (NetInfo)
32020,No Name 3220,"LINESTRING (20.1583118430799 49.0499153157252, 20.1493473041084 49.0496482862058)",Gravel Road (NetInfo)
32026,No Name 79,"LINESTRING (20.1925125121957 49.0611114520147, 20.1924076080442 49.0609893816389)",Basic Road (NetInfo)
32057,No Name 1263,"LINESTRING (20.1972160339667 49.0610351580065, 20.1974544524548 49.061000825765)",Gravel Road (NetInfo)
32064,No Name 3379,"LINESTRING (20.1872978210099 49.0610618608867, 20.1871318817089 49.0611648577517)",Gravel Road (NetInfo)
32085,No Name 3730,"LINESTRING (20.1821727751334 49.0362396253529, 20.1823120116243 49.0361137412369)",Gravel Road (NetInfo)
32088,No Name 3387,"LINESTRING (20.145107268849 49.0706825275182, 20.1446247089745 49.0709915179208)",Gravel Road (NetInfo)
32089,No Name 3729,"LINESTRING (20.1583404532497 49.0697402970166, 20.1584415435809 49.0697669998634)",Gravel Road (NetInfo)
32093,No Name 3727,"LINESTRING (20.1664524084733 49.0349464442976, 20.1666374204219 49.034851076854)",Gravel Road (NetInfo)
32100,No Name 616,"LINESTRING (20.1529235834869 49.022621156131, 20.1529369363747 49.0229301481117)",Gravel Road (NetInfo)
32101,No Name 3725,"LINESTRING (20.1756706238464 49.0349006671421, 20.1757965084169 49.0353164684261)",Gravel Road (NetInfo)
32125,Skalná,"LINESTRING (20.1703281404582 49.0602531452097, 20.1727657317422 49.0608863849162)",Basic Road (NetInfo)
32126,Skalná,"LINESTRING (20.1699123380275 49.0601921098822, 20.1703281404582 49.0602531452097)",Basic Road (NetInfo)
32130,No Name 4655,"LINESTRING (20.1266441332429 49.0285110499569, 20.1265983561809 49.0283050560196)",Gravel Road (NetInfo)
32134,No Name 616,"LINESTRING (20.165304183248 49.0337181098454, 20.1656436927042 49.0339241037677)",Gravel Road (NetInfo)
32137,No Name 3716,"LINESTRING (20.1567783344058 49.0398635879608, 20.1567211138803 49.0398368855501)",Gravel Road (NetInfo)
32157,No Name 3366,"LINESTRING (20.1659679414142 49.0690460224873, 20.1662979127912 49.0691642781074)",Gravel Road (NetInfo)
32164,No Name 4518,"LINESTRING (20.1308479294664 49.0649909990459, 20.1309986116403 49.0648193377321)",Basic Road (NetInfo)
32199,No Name 3723,"LINESTRING (20.1648826605301 49.0316963208038, 20.1669807426147 49.0312042259058)",Gravel Road (NetInfo)
32203,No Name 4256,"LINESTRING (20.1808032988098 49.0645561236213, 20.1812534332863 49.0644874591458)",Highway (NetInfo)
32279,No Name 975,"LINESTRING (20.1423358924969 49.042251587706, 20.1424274458341 49.0422515894791)",Gravel Road (NetInfo)
32298,Okružná,"LINESTRING (20.1759872436517 49.06323242368, 20.1774864197932 49.0626564044008)",Basic Road (NetInfo)
32299,Okružná,"LINESTRING (20.1755161281097 49.0633697527827, 20.1759872436517 49.06323242368)",Basic Road (NetInfo)
32316,Hraničná,"LINESTRING (20.1750564577382 49.0578002949656, 20.1750354770269 49.0578613301717)",Basic Road (NetInfo)
32320,No Name 3790,"LINESTRING (20.1599826816949 49.0672187822327, 20.1593589774323 49.0674552935227)",Gravel Road (NetInfo)
32329,No Name 3427,"LINESTRING (20.1687603003567 49.0457839987779, 20.1686496741953 49.0458183302646)",Gravel Road (NetInfo)
32330,No Name 3427,"LINESTRING (20.1691055292915 49.045722962867, 20.1687603003567 49.0457839987779)",Gravel Road (NetInfo)
32346,No Name 1287,"LINESTRING (20.1970996857987 49.0584487931397, 20.1978836062922 49.0585212723068)",Basic Road (NetInfo)
32347,No Name 1284,"LINESTRING (20.1845874786486 49.0583953873056, 20.1846218109016 49.0582427998597)",Basic Road (NetInfo)
32348,No Name 3683,"LINESTRING (20.1763496399247 49.0355567940572, 20.1767597195128 49.0355377208492)",Gravel Road (NetInfo)
32375,No Name 3390,"LINESTRING (20.1710128778886 49.0694847122636, 20.1716365816836 49.0694808975561)",Gravel Road (NetInfo)
32376,No Name 3390,"LINESTRING (20.1670055390245 49.0691566484081, 20.1672515863523 49.0691795365943)",Gravel Road (NetInfo)
32385,Družstevná,"LINESTRING (20.1424789427907 49.0510139485895, 20.1425456991191 49.0512008688196)",Basic Road (NetInfo)
32387,No Name 2571,"LINESTRING (20.1360931380505 49.0668640155645, 20.1356811517335 49.0670433063002)",Large Road (NetInfo)
32389,No Name 614,"LINESTRING (20.1309661871502 49.023338317795, 20.1305961624092 49.0238037121076)",Gravel Road (NetInfo)
32415,No Name 3358,"LINESTRING (20.1921863554368 49.0449333211886, 20.1942672732132 49.0453033461096)",Gravel Road (NetInfo)
32420,No Name 3359,"LINESTRING (20.1730098725688 49.0664978046191, 20.1723117830561 49.0666313189797)",Highway (NetInfo)
32433,No Name 3677,"LINESTRING (20.1679134373389 49.0351028458476, 20.1669063570748 49.0356025713146)",Gravel Road (NetInfo)
32445,No Name 3390,"LINESTRING (20.1716365816836 49.0694808975561, 20.1721992489116 49.0694961566118)",Gravel Road (NetInfo)
32464,No Name 2575,"LINESTRING (20.1375579846832 49.0660171526995, 20.1365146634864 49.0664596576377)",Highway (NetInfo)
32468,No Name 1485,"LINESTRING (20.1223468803611 49.0259552028447, 20.1221923838976 49.0259170542497)",Gravel Road (NetInfo)
32475,No Name 614,"LINESTRING (20.131889342273 49.0227813736997, 20.131601332922 49.022796631341)",Gravel Road (NetInfo)
32477,No Name 616,"LINESTRING (20.1651248928811 49.0336113000668, 20.165304183248 49.0337181098454)",Gravel Road (NetInfo)
32478,No Name 585,"LINESTRING (20.141798019383 49.0480880757484, 20.1418743128514 49.0482025166501)",Gravel Road (NetInfo)
32498,No Name 2578,"LINESTRING (20.1448631283602 49.0643005388696, 20.144102095999 49.0643501300463)",Highway (NetInfo)
32499,No Name 2578,"LINESTRING (20.145345688401 49.064296724223, 20.1448631283602 49.0643005388696)",Highway (NetInfo)
32501,No Name 4257,"LINESTRING (20.1926689145778 49.0650329607749, 20.1921672821046 49.0650177019857)",Highway (NetInfo)
32507,No Name 3641,"LINESTRING (20.1596736913837 49.0420837430713, 20.1597843174782 49.0420799277565)",Basic Road (NetInfo)
32521,No Name 1004,"LINESTRING (20.1667861936802 49.0349540730901, 20.1665687561025 49.0354537975758)",Gravel Road (NetInfo)
32536,No Name 3630,"LINESTRING (20.1614837639375 49.0434150716356, 20.1613769527892 49.0432243363445)",Basic Road (NetInfo)
32544,No Name 3379,"LINESTRING (20.1828632354155 49.0634689349197, 20.1821346281411 49.0638275164642)",Gravel Road (NetInfo)
32549,No Name 3369,"LINESTRING (20.1410884855392 49.0715141314959, 20.1416454308484 49.0719490067512)",Basic Road (NetInfo)
32563,No Name 974,"LINESTRING (20.1342563630101 49.0285530113441, 20.1339988719341 49.0283393877818)",Gravel Road (NetInfo)
32577,Rybničná,"LINESTRING (20.1788654328537 49.0607261676205, 20.17953491194 49.0600051898102)",Basic Road (NetInfo)
32606,No Name 3368,"LINESTRING (20.1653270726078 49.0620994586299, 20.1652202613293 49.0618743914537)",Gravel Road (NetInfo)
32625,No Name 3358,"LINESTRING (20.1809978485857 49.0415535000289, 20.1817760467256 49.0418586757474)",Gravel Road (NetInfo)
32628,No Name 3735,"LINESTRING (20.1598281867348 49.0694847126189, 20.1594352719028 49.0697097795898)",Gravel Road (NetInfo)
32644,No Name 1002,"LINESTRING (20.2000083925287 49.0321655297288, 20.1993522642371 49.0317573569032)",Gravel Road (NetInfo)
32663,No Name 1002,"LINESTRING (20.1925563812432 49.0214118967506, 20.1924819945898 49.0211067212857)",Gravel Road (NetInfo)
32665,No Name 69,"LINESTRING (20.1402759537688 49.0664443989031, 20.1402511612988 49.0672416706468)",Medium Road (NetInfo)
32677,No Name 4283,"LINESTRING (20.1981868744192 49.0617332476309, 20.1983642575599 49.061756135775)",Basic Road (NetInfo)
32690,No Name 809,"LINESTRING (20.1445693962993 49.0631408709333, 20.144660948528 49.0631332415469)",HighwayRamp (NetInfo)
32705,No Name 79,"LINESTRING (20.1925430296235 49.0612144487723, 20.1925125121957 49.0611114520147)",Basic Road (NetInfo)
32724,No Name 607,"LINESTRING (20.134006500782 49.0622329729991, 20.1338348371839 49.0623016375332)",Basic Road (NetInfo)
32727,Lesná,"LINESTRING (20.1437797531927 49.050121309394, 20.1438198090047 49.0505867024538)",Basic Road (NetInfo)
32729,No Name 1482,"LINESTRING (20.1674842832946 49.0491180433034, 20.1680431367254 49.0494422928357)",Basic Road (NetInfo)
32735,Hlavná,"LINESTRING (20.1423454279628 49.0521621716707, 20.1425781246388 49.052173616802)",Basic Road (NetInfo)
32750,No Name 585,"LINESTRING (20.1400966629228 49.0461769119385, 20.1401958475278 49.0462493913346)",Gravel Road (NetInfo)
32757,No Name 809,"LINESTRING (20.1447887430366 49.063125612167, 20.1450977321104 49.0631446856597)",HighwayRamp (NetInfo)
32770,No Name 2592,"LINESTRING (20.1898250578345 49.0597229021606, 20.1893253325954 49.0596733111886)",Basic Road (NetInfo)
32776,No Name 1004,"LINESTRING (20.1835441588085 49.0356292752299, 20.1829090118555 49.0359115611277)",Gravel Road (NetInfo)
32780,No Name 616,"LINESTRING (20.1564807898666 49.0266380329518, 20.156696320027 49.026805879601)",Gravel Road (NetInfo)
32796,No Name 3640,"LINESTRING (20.1599617004941 49.0424003617128, 20.160154342009 49.0425262473645)",Basic Road (NetInfo)
32801,No Name 974,"LINESTRING (20.130826951307 49.0220832835051, 20.1311302192117 49.0217094425285)",Gravel Road (NetInfo)
32820,No Name 4256,"LINESTRING (20.1850490569926 49.0641937274131, 20.1855926513357 49.0642051715127)",Highway (NetInfo)
32854,No Name 3427,"LINESTRING (20.1719036096551 49.045192720331, 20.1708106996034 49.0453910847126)",Gravel Road (NetInfo)
32908,No Name 3352,"LINESTRING (20.1881809234369 49.0427627585302, 20.1881866455556 49.0425300620313)",Gravel Road (NetInfo)
32922,Školská,"LINESTRING (20.145160676461 49.0510139488301, 20.1456851961728 49.0511169457025)",Basic Road (NetInfo)
32931,No Name 3383,"LINESTRING (20.1711006167505 49.0629234332064, 20.1708908088914 49.0630722064053)",Gravel Road (NetInfo)
32942,No Name 3380,"LINESTRING (20.1679248803349 49.0618438738749, 20.1679401394882 49.0617904681548)",Gravel Road (NetInfo)
32946,No Name 3379,"LINESTRING (20.1781558986622 49.0649871843951, 20.1783275604163 49.0653305071463)",Gravel Road (NetInfo)
32952,No Name 3682,"LINESTRING (20.1745605470615 49.0311355601391, 20.1739540095737 49.0309257528874)",Gravel Road (NetInfo)
32959,Hájová,"LINESTRING (20.1706962586456 49.0597267167611, 20.1714572908095 49.0597877520199)",Basic Road (NetInfo)
32960,Hájová,"LINESTRING (20.1704273225115 49.0597534197108, 20.1706962586456 49.0597267167611)",Basic Road (NetInfo)
32990,No Name 3374,"LINESTRING (20.1665210718389 49.0652351396908, 20.1663932804733 49.0653648393568)",Gravel Road (NetInfo)
32995,No Name 291,"LINESTRING (20.1644649499915 49.0672569292073, 20.1652908320609 49.06724167038)",Highway Bridge (NetInfo)
33004,No Name 4281,"LINESTRING (20.1957550048276 49.0616493243443, 20.1964912416186 49.0617408769989)",Gravel Road (NetInfo)
33021,No Name 616,"LINESTRING (20.152851104173 49.0214576726578, 20.1528530110082 49.0216140751275)",Gravel Road (NetInfo)
33031,No Name 1114,"LINESTRING (20.1753368380776 49.0656051654429, 20.1760215757871 49.0654335039202)",Oneway Road (NetInfo)
33047,No Name 3427,"LINESTRING (20.1765861509372 49.0431327844637, 20.1765022278899 49.0432357808702)",Gravel Road (NetInfo)
33091,No Name 616,"LINESTRING (20.1529045089465 49.0219039941183, 20.1529273975191 49.0223350561763)",Gravel Road (NetInfo)
33096,No Name 3360,"LINESTRING (20.1722602845962 49.0665206926144, 20.172800540827 49.0663814024749)",Highway (NetInfo)
33099,No Name 68,"LINESTRING (20.1549110427982 49.0539054890571, 20.1555976871274 49.0541572591177)",Basic Road (NetInfo)
33108,No Name 3359,"LINESTRING (20.1665763860083 49.0673294085246, 20.1661109917295 49.0673561115396)",Highway (NetInfo)
33131,No Name 1004,"LINESTRING (20.1737861629077 49.03988266089, 20.1708164210888 49.0381355303217)",Gravel Road (NetInfo)
33132,No Name 3364,"LINESTRING (20.1601943972888 49.0690994281267, 20.1612224573314 49.068561555826)",Gravel Road (NetInfo)
33158,No Name 975,"LINESTRING (20.152858735067 49.0426750211741, 20.1531829838865 49.0426673906753)",Gravel Road (NetInfo)
33177,No Name 3358,"LINESTRING (20.1881656645474 49.0431747457881, 20.1884803772423 49.0432014492758)",Gravel Road (NetInfo)
33182,No Name 4257,"LINESTRING (20.1844230925547 49.0643470329816, 20.1840114593255 49.0643615741437)",Highway (NetInfo)
33183,No Name 3374,"LINESTRING (20.1692256933257 49.0642471332111, 20.1686191550902 49.0645103472638)",Gravel Road (NetInfo)
33186,No Name 601,"LINESTRING (20.1333847053201 49.063220979609, 20.1337223044402 49.0629158038054)",Basic Road (NetInfo)
33193,No Name 4254,"LINESTRING (20.1805496216101 49.0694046037562, 20.1804275512062 49.0692634601786)",Basic Road (NetInfo)
33198,No Name 575,"LINESTRING (20.1315002441318 49.0663185136409, 20.1317195906042 49.0661849994057)",Basic Road (NetInfo)
33200,No Name 3389,"LINESTRING (20.17343521093 49.0646362323425, 20.173505782808 49.0647621173108)",Gravel Road (NetInfo)
33240,No Name 2575,"LINESTRING (20.1264553073581 49.0705680865287, 20.1254177116747 49.070877077199)",Highway (NetInfo)
33255,No Name 1004,"LINESTRING (20.179569244308 49.037601472893, 20.1795501708198 49.0376586935692)",Gravel Road (NetInfo)
33269,No Name 343,"LINESTRING (20.1354980463279 49.0667495744501, 20.1364326483583 49.066356660761)",Highway (NetInfo)
33271,No Name 2580,"LINESTRING (20.1468486780091 49.0641593951242, 20.1473464961248 49.0641937274293)",Highway (NetInfo)
33272,No Name 2580,"LINESTRING (20.1463584890153 49.0641288775511, 20.1468486780091 49.0641593951242)",Highway (NetInfo)
33298,No Name 3379,"LINESTRING (20.1888980864254 49.0604629533781, 20.188737869233 49.0605506914095)",Gravel Road (NetInfo)
33310,No Name 570,"LINESTRING (20.1345939648426 49.063468934929, 20.1345806115265 49.0632476824838)",Basic Road (NetInfo)
33370,No Name 68,"LINESTRING (20.1562519064174 49.0544281025617, 20.157163620653 49.0548057573503)",Basic Road (NetInfo)
33401,No Name 4356,"LINESTRING (20.1899776456714 49.0696411153582, 20.1890468597688 49.0704650895086)",Basic Road (NetInfo)
33442,No Name 585,"LINESTRING (20.1396102897609 49.0456886309731, 20.1398029342507 49.0458641070594)",Gravel Road (NetInfo)
33511,No Name 3207,"LINESTRING (20.1707763669631 49.0588150041942, 20.1709003453215 49.0585403461144)",Gravel Road (NetInfo)
33541,No Name 3701,"LINESTRING (20.1659946433563 49.071926118724, 20.1659088129206 49.0719680806129)",Gravel Road (NetInfo)
33544,No Name 1002,"LINESTRING (20.1929645538898 49.022380828735, 20.1927108764984 49.0220947275466)",Gravel Road (NetInfo)
33568,No Name 3207,"LINESTRING (20.1709003453215 49.0585403461144, 20.1709823603877 49.0585060136969)",Gravel Road (NetInfo)
33573,No Name 589,"LINESTRING (20.1362056727771 49.0542373676188, 20.1363792413085 49.0540390031637)",Basic Road (NetInfo)
33574,No Name 96,"LINESTRING (20.1261596651128 49.0523109451379, 20.1270961729478 49.0521583570236)",Basic Road (NetInfo)
33578,No Name 3386,"LINESTRING (20.1679401394882 49.0617904681548, 20.1670093529094 49.0620498675194)",Gravel Road (NetInfo)
33597,No Name 3389,"LINESTRING (20.1781654355735 49.0635223406683, 20.1782131191078 49.063430787923)",Gravel Road (NetInfo)
33615,No Name 3739,"LINESTRING (20.184148788475 49.0307083138527, 20.1839447021413 49.0303916941624)",Gravel Road (NetInfo)
33620,No Name 69,"LINESTRING (20.1400794993151 49.070453645506, 20.1400833118643 49.0706748980081)",Medium Road (NetInfo)
33627,No Name 3626,"LINESTRING (20.1613769527892 49.0432243363445, 20.1614227286578 49.0432052632666)",Basic Road (NetInfo)
33629,No Name 3673,"LINESTRING (20.1598720552304 49.0397415187436, 20.1599311831171 49.0396537800222)",Gravel Road (NetInfo)
33646,No Name 3,"LINESTRING (20.1926727295011 49.0712890645744, 20.1933097843192 49.0711936967572)",Basic Road (NetInfo)
33647,No Name 3,"LINESTRING (20.1925010681599 49.0709800735641, 20.1926727295011 49.0712890645744)",Basic Road (NetInfo)
33658,No Name 3796,"LINESTRING (20.1473827372198 49.0705108661626, 20.1475696556166 49.0704727190411)",Gravel Road (NetInfo)
33662,No Name 1002,"LINESTRING (20.1980361939234 49.0309562700413, 20.1977977753362 49.0307884231517)",Gravel Road (NetInfo)
33670,Hraničná,"LINESTRING (20.1749515535346 49.0594177264055, 20.1747856141646 49.060108186569)",Basic Road (NetInfo)
33675,Tunel Bôrik,"LINESTRING (20.1596279140028 49.0671539325639, 20.158975601382 49.0670623796346)",Highway (NetInfo)
33701,No Name 3682,"LINESTRING (20.1771526336373 49.0326118478224, 20.1770877836946 49.0325164803574)",Gravel Road (NetInfo)
33759,No Name 3681,"LINESTRING (20.1590480806395 49.0694274917871, 20.1589946747928 49.0696296709876)",Gravel Road (NetInfo)
33762,No Name 3359,"LINESTRING (20.1679897302966 49.0672264116627, 20.1675090789024 49.0672645587802)",Highway (NetInfo)
33800,No Name 630,"LINESTRING (20.1687316896737 49.0323257459967, 20.1693954468335 49.0316352873229)",Gravel Road (NetInfo)
33806,No Name 579,"LINESTRING (20.130945204236 49.0571479817706, 20.132896424351 49.0565605179442)",Gravel Road (NetInfo)
33810,No Name 3716,"LINESTRING (20.1570930468606 49.0400352503449, 20.1569328315776 49.0399971023227)",Gravel Road (NetInfo)
33811,No Name 3711,"LINESTRING (20.1924247742465 49.0659484881058, 20.1925373076654 49.0660820025909)",Basic Road (NetInfo)
33861,No Name 3358,"LINESTRING (20.1857223510681 49.0425186165473, 20.185644149775 49.0426139841981)",Gravel Road (NetInfo)
33879,No Name 4276,"LINESTRING (20.198266982651 49.0641021746836, 20.1982212067982 49.0640945452578)",Gravel Road (NetInfo)
33887,No Name 585,"LINESTRING (20.1398353569063 49.045932771731, 20.1398601545612 49.0459480302664)",Gravel Road (NetInfo)
33890,No Name 537,"LINESTRING (20.1401042934635 49.0699577348091, 20.1390914911409 49.0700492876606)",Gravel Road (NetInfo)
33903,Hlavná,"LINESTRING (20.1456813822906 49.0523529069979, 20.1464843748723 49.05239486862)",Basic Road (NetInfo)
33906,No Name 3640,"LINESTRING (20.1599197387919 49.0423355117701, 20.1599311821892 49.0423698450034)",Basic Road (NetInfo)
33930,No Name 96,"LINESTRING (20.1270961729478 49.0521583570236, 20.1278343204485 49.0519332907219)",Basic Road (NetInfo)
33938,No Name 3641,"LINESTRING (20.1591110236473 49.0413894670708, 20.1593017576995 49.0416488656068)",Basic Road (NetInfo)
33943,No Name 630,"LINESTRING (20.1700401305255 49.0277824414851, 20.170812605983 49.0272331251919)",Gravel Road (NetInfo)
33947,No Name 1004,"LINESTRING (20.1694602969402 49.0370559717528, 20.1693267816175 49.0370178244439)",Gravel Road (NetInfo)
33948,No Name 3427,"LINESTRING (20.1782207491082 49.0423355125578, 20.1779251094356 49.042354584944)",Gravel Road (NetInfo)
33958,No Name 3379,"LINESTRING (20.1808223722003 49.0642318743653, 20.1807441709798 49.0643272417809)",Gravel Road (NetInfo)
33988,No Name 3220,"LINESTRING (20.1473484024917 49.049617769251, 20.1462764753889 49.0497322095604)",Gravel Road (NetInfo)
34001,No Name 3207,"LINESTRING (20.1743106841422 49.0589675922181, 20.1741619105971 49.0593490618532)",Gravel Road (NetInfo)
34017,No Name 540,"LINESTRING (20.1401348120499 49.0527153034085, 20.1407241810131 49.0525016798402)",Basic Road (NetInfo)
34054,No Name 3430,"LINESTRING (20.1688613898452 49.0457382221323, 20.169048309216 49.045681001864)",Gravel Road (NetInfo)
34056,Družstevná,"LINESTRING (20.1425762187348 49.0521278402166, 20.1425781246388 49.052173616802)",Basic Road (NetInfo)
34073,No Name 3374,"LINESTRING (20.1686191550902 49.0645103472638, 20.1679267875123 49.0647468584962)",Gravel Road (NetInfo)
34079,No Name 3430,"LINESTRING (20.169048309216 49.045681001864, 20.1691665648303 49.0456848159936)",Gravel Road (NetInfo)
34085,Hlavná,"LINESTRING (20.1501960749413 49.0530433677016, 20.1506786346721 49.053127290351)",Basic Road (NetInfo)
34086,No Name 3635,"LINESTRING (20.1600379940784 49.0422325159023, 20.160221099551 49.0420532254532)",Basic Road (NetInfo)
34097,No Name 4257,"LINESTRING (20.1921672821046 49.0650177019857, 20.1916942594588 49.0649948138544)",Highway (NetInfo)
34100,No Name 614,"LINESTRING (20.1300544759367 49.0248565697152, 20.129810330066 49.0252990726054)",Gravel Road (NetInfo)
34108,No Name 975,"LINESTRING (20.1402149198917 49.0431327845514, 20.140371324036 49.0430870078706)",Gravel Road (NetInfo)
34117,No Name 808,"LINESTRING (20.1437759407572 49.0639686602596, 20.1438827520105 49.0640296954328)",HighwayRamp (NetInfo)
34128,No Name 1004,"LINESTRING (20.1956005099066 49.0346755999833, 20.1947212216525 49.0349845908147)",Gravel Road (NetInfo)
34129,No Name 2600,"LINESTRING (20.1931133273094 49.0594978351389, 20.1932411189872 49.0595664995066)",Basic Road (NetInfo)
34140,No Name 3379,"LINESTRING (20.1890754700141 49.0603065509348, 20.1888980864254 49.0604629533781)",Gravel Road (NetInfo)
34152,Hlavná,"LINESTRING (20.1531066901096 49.0535507220758, 20.1544494639299 49.0537986771319)",Basic Road (NetInfo)
34153,Hlavná,"LINESTRING (20.1517772664846 49.0533180258348, 20.1531066901096 49.0535507220758)",Basic Road (NetInfo)
34156,Hlavná,"LINESTRING (20.1476345046376 49.0525970472612, 20.1501960749413 49.0530433677016)",Basic Road (NetInfo)
34158,No Name 1002,"LINESTRING (20.1993522642371 49.0317573569032, 20.1990394588282 49.0315704362696)",Gravel Road (NetInfo)
34160,Hlavná,"LINESTRING (20.1436176300972 49.0522422812419, 20.1438751221498 49.052257539185)",Basic Road (NetInfo)
34178,No Name 2584,"LINESTRING (20.1394538862902 49.0655632037854, 20.139184951931 49.0655975360892)",Oneway Road (NetInfo)
34195,No Name 3387,"LINESTRING (20.1552696221268 49.0638427752374, 20.1548728931058 49.0640029925063)",Gravel Road (NetInfo)
34200,No Name 2579,"LINESTRING (20.1386089314133 49.0655899067093, 20.1375579846832 49.0660171526995)",Highway (NetInfo)
34208,No Name 1004,"LINESTRING (20.1789493561908 49.0386123685931, 20.1785831453594 49.0390129100955)",Gravel Road (NetInfo)
