Id,Geometry,Boundary,Info,Width,Length,Service,SubService
18881,"POINT (20.1763909405223 49.0600595251555)","POLYGON ((20.1762799946604 49.0598694954867, 20.1761017742191 49.0601324343932, 20.1765018872224 49.0602495547159, 20.1766801059871 49.0599866151877, 20.1762799946604 49.0598694954867))",L1 4x4 Detached06a (BuildingInfo),4,4,Residential,ResidentialLow
18940,"POINT (20.1766612418957 49.0607082230165)","POLYGON ((20.1767142895689 49.0609087519441, 20.1769663887241 49.0606733624731, 20.1766081946351 49.0605076943344, 20.1763560946502 49.0607430827506, 20.1767142895689 49.0609087519441))",L1 4x4 Detached06a (BuildingInfo),4,4,Residential,ResidentialLow
20166,"POINT (20.1705846723761 49.0599561295739)","POLYGON ((20.1706602288078 49.0598030721849, 20.1704436816797 49.0598245732705, 20.170509115475 49.0601091869069, 20.1707256638145 49.0600876857061, 20.1706602288078 49.0598030721849))",L1 2x2 Detached03 (BuildingInfo),2,4,Residential,ResidentialLow
18816,"POINT (20.1747518163256 49.063250334544)","POLYGON ((20.1745545819512 49.0633751018342, 20.1748788661359 49.063409691926, 20.1749490497125 49.0631255669258, 20.174624767323 49.0630909770392, 20.1745545819512 49.0633751018342))",H1 3x4 Tenement07 (BuildingInfo),3,4,Residential,ResidentialHigh
20027,"POINT (20.166576161924 49.0707936948289)","POLYGON ((20.1666250715454 49.0707542418532, 20.1665161120351 49.070761560128, 20.166527252225 49.0708331477832, 20.1666362118904 49.0708258294989, 20.1666250715454 49.0707542418532))",Water Pipe Junction (BuildingInfo),1,1,Water,None
19579,"POINT (20.1985766094274 49.0596545163678)","POLYGON ((20.1984748082239 49.0596098249525, 20.1984611245506 49.0596812218077, 20.1986784108141 49.0596992076939, 20.1986920941817 49.0596278108115, 20.1984748082239 49.0596098249525))",L2 1x2 Detached12 (BuildingInfo),1,2,Residential,ResidentialLow
18798,"POINT (20.1742816089177 49.0631115578368)","POLYGON ((20.1740096407179 49.0631321775356, 20.1742355817817 49.0632888994625, 20.1745535769004 49.0630909374959, 20.1743276357183 49.0629342161942, 20.1740096407179 49.0631321775356))",H1 3x2 Tenement04 (BuildingInfo),3,4,Residential,ResidentialHigh
18992,"POINT (20.1739844661231 49.0595144564574)","POLYGON ((20.1741155828489 49.0594174762093, 20.1738986750488 49.0593976184232, 20.1738533488866 49.0596114365522, 20.174070257597 49.0596312944277, 20.1741155828489 49.0594174762093))",L1 2x2 Detached10 (BuildingInfo),2,3,Residential,ResidentialLow
18987,"POINT (20.1677801073057 49.059053514065)","POLYGON ((20.1678192215581 49.0592554206574, 20.1680873407276 49.0590278084923, 20.16774099336 49.0588516074539, 20.167472873577 49.0590792188179, 20.1678192215581 49.0592554206574))",L1 4x4 Detached02 (BuildingInfo),4,4,Residential,ResidentialLow
19046,"POINT (20.1693857093832 49.0590345306223)","POLYGON ((20.1695122181947 49.0589758382388, 20.1692963998255 49.0589513923098, 20.1692592002748 49.0590932228648, 20.1694750192381 49.0591176688661, 20.1695122181947 49.0589758382388))",L1 2x2 Detached06 (BuildingInfo),2,2,Residential,ResidentialLow
18810,"POINT (20.1737897244702 49.0615687077569)","POLYGON ((20.1736292642207 49.0614229474152, 20.1735318588766 49.061629122454, 20.1739501856557 49.0617144678769, 20.1740475894449 49.0615082924796, 20.1736292642207 49.0614229474152))",L1 3x3 Detached02 (BuildingInfo),3,4,Residential,ResidentialLow
19597,"POINT (20.1988488424818 49.0588974059048)","POLYGON ((20.1986621957056 49.0587349818127, 20.1986016878421 49.0590200664089, 20.1990354904718 49.0590598296968, 20.1990959959078 49.0587747448624, 20.1986621957056 49.0587349818127))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
18821,"POINT (20.17412203886 49.0598345967595)","POLYGON ((20.1739312553428 49.0599636145182, 20.1742570920055 49.0599910829533, 20.1743128213892 49.0597055786772, 20.1739869865584 49.059678110408, 20.1739312553428 49.0599636145182))",L1 3x4 Detached04a (BuildingInfo),3,4,Residential,ResidentialLow
18933,"POINT (20.1777079923096 49.0595230198428)","POLYGON ((20.1774903255358 49.059632122327, 20.1778064236134 49.059690890703, 20.1779256581326 49.0594139169408, 20.1776095616629 49.0593551488972, 20.1774903255358 49.059632122327))",L1 3x3 Detached02 (BuildingInfo),3,4,Residential,ResidentialLow
19209,"POINT (20.1750036289848 49.057052123139)","POLYGON ((20.1748154397226 49.0568904733784, 20.1747576626318 49.0571758019603, 20.1751918194649 49.0572137725947, 20.17524959412 49.0569284437842, 20.1748154397226 49.0568904733784))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
20079,"POINT (20.1533152428888 49.0700025413617)","POLYGON ((20.1529276513127 49.0702515754023, 20.1536942749063 49.0702571993517, 20.1537028305911 49.0697535059874, 20.1529362147453 49.0697478821372, 20.1529276513127 49.0702515754023))",Wind Turbine (BuildingInfo),7,7,Electricity,None
18968,"POINT (20.1729879281471 49.0621721353506)","POLYGON ((20.1730731948428 49.0620871814693, 20.1728586495977 49.0621161031932, 20.1729026611597 49.0622570891661, 20.1731172069883 49.0622281673642, 20.1730731948428 49.0620871814693))",H1 2x2 Tenement05 (BuildingInfo),2,2,Residential,ResidentialHigh
19560,"POINT (20.1988289347247 49.0584664778105)","POLYGON ((20.1989526761355 49.0584052923686, 20.1987358326594 49.0583851566824, 20.1987051930108 49.0585276631175, 20.198922037093 49.058547798864, 20.1989526761355 49.0584052923686))",L1 2x2 Detached03 (BuildingInfo),2,2,Residential,ResidentialLow
19115,"POINT (20.1705423173993 49.0593945034909)","POLYGON ((20.1706971736574 49.0593940430446, 20.1705416164878 49.0592927364724, 20.170387461141 49.0593949637295, 20.1705430183111 49.0594962705076, 20.1706971736574 49.0593940430446))",L1 2x2 Detached03 (BuildingInfo),2,2,Residential,ResidentialLow
19086,"POINT (20.1748637395384 49.0605285312142)","POLYGON ((20.1747866374632 49.060523850253, 20.1748566161049 49.0605791996984, 20.1749408416289 49.060533212124, 20.1748708629569 49.0604778627291, 20.1747866374632 49.060523850253))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
18990,"POINT (20.1757414227511 49.0595657459174)","POLYGON ((20.1759743319505 49.0594712098764, 20.1756685387965 49.0593923368415, 20.1755085126718 49.059660281482, 20.1758143072059 49.0597391549447, 20.1759743319505 49.0594712098764))",L1 3x2 Detached04 (BuildingInfo),3,4,Residential,ResidentialLow
19033,"POINT (20.1675318087191 49.0594386158851)","POLYGON ((20.1677066337109 49.0596066258645, 20.1677874626801 49.0593237258806, 20.1673569849022 49.0592706056424, 20.1672761535833 49.0595535053146, 20.1677066337109 49.0596066258645))",L1 4x3 Detached12 (BuildingInfo),4,4,Residential,ResidentialLow
18971,"POINT (20.1697429842959 49.0603461010341)","POLYGON ((20.1698427334633 49.0602682564992, 20.1696245293595 49.0602805497203, 20.1696432348164 49.0604239454801, 20.1698614395443 49.0604116522273, 20.1698427334633 49.0602682564992))",L1 2x2 Detached10 (BuildingInfo),2,2,Residential,ResidentialLow
19014,"POINT (20.1692084102684 49.0594504112521)","POLYGON ((20.1691142808666 49.0593696015, 20.1690854446602 49.0595122702072, 20.1693025399747 49.0595312209278, 20.169331375572 49.0593885521635, 20.1691142808666 49.0593696015))",L1 2x2 Shop03 (BuildingInfo),2,2,Commercial,CommercialLow
19559,"POINT (20.1987857723968 49.0586736512815)","POLYGON ((20.1986924493705 49.0585924394961, 20.1986621965454 49.058734981544, 20.1988790957178 49.058754863541, 20.1989093479449 49.0586123208845, 20.1986924493705 49.0585924394961))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
19608,"POINT (20.1984372916736 49.0579369858364)","POLYGON ((20.1985798558582 49.0580575037299, 20.1986206745496 49.0578432938757, 20.1982947281771 49.0578164677678, 20.1982539081096 49.0580306775005, 20.1985798558582 49.0580575037299))",L1 3x2 Shop05 (BuildingInfo),3,3,Commercial,CommercialLow
19006,"POINT (20.1693584701604 49.0603680280615)","POLYGON ((20.1693898860353 49.0603215200291, 20.1692876988942 49.0603473838731, 20.1693270542263 49.0604145360847, 20.1694292414856 49.0603886722068, 20.1693898860353 49.0603215200291))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
19212,"POINT (20.1749530740044 49.0573017854499)","POLYGON ((20.1747576617965 49.0571758019543, 20.1747143285403 49.0573897978112, 20.1751484872002 49.0574277686171, 20.1751918186296 49.0572137725887, 20.1747576617965 49.0571758019543))",L1 3x4 Detached04a (BuildingInfo),3,4,Residential,ResidentialLow
19114,"POINT (20.1721841778183 49.0589860772797)","POLYGON ((20.1720526390054 49.0590828096363, 20.172269457716 49.059103076556, 20.1723157161201 49.0588893447687, 20.1720988983182 49.05886907794, 20.1720526390054 49.0590828096363))",L1 2x2 Detached03 (BuildingInfo),2,3,Residential,ResidentialLow
18797,"POINT (20.1745924899216 49.0636707567087)","POLYGON ((20.174843773205 49.0635517543715, 20.1744113926409 49.0635056339063, 20.1743412054414 49.0637897584899, 20.1747735883993 49.0638358792288, 20.174843773205 49.0635517543715))",H1 4x4 Tenement03 (BuildingInfo),4,4,Residential,ResidentialHigh
19632,"POINT (20.1993989125784 49.0564165189747)","POLYGON ((20.1993288568077 49.0564824972351, 20.1994371924699 49.0564929395359, 20.1994689681632 49.05635054067, 20.199360632803 49.0563400984004, 20.1993288568077 49.0564824972351))",L3 1x1 Shop (BuildingInfo),1,2,Commercial,CommercialLow
19064,"POINT (20.1694803350712 49.0603757405081)","POLYGON ((20.1694920714006 49.0602956560819, 20.1693898843646 49.0603215200171, 20.1694685987025 49.0604558249318, 20.1695707859749 49.0604299609288, 20.1694920714006 49.0602956560819))",L1_1x1_detached_13 (BuildingInfo),1,2,Residential,ResidentialLow
19112,"POINT (20.1724450193929 49.0606748878909)","POLYGON ((20.1725171643349 49.0606933665691, 20.1724731381616 49.060627477726, 20.1723728745048 49.0606564091678, 20.1724169005701 49.0607222980482, 20.1725171643349 49.0606933665691))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
19027,"POINT (20.1726830231204 49.0593953029974)","POLYGON ((20.1728141420437 49.0592983242379, 20.1725972353107 49.0592784640109, 20.1725519036865 49.0594922816035, 20.1727688113298 49.0595121419198, 20.1728141420437 49.0592983242379))",L1 2x3 Detached09 (BuildingInfo),2,3,Residential,ResidentialLow
18941,"POINT (20.176294098855 49.0628644488042)","POLYGON ((20.1763101125365 49.0630250138981, 20.1764991831127 49.0629523693426, 20.17627808527 49.0627038837129, 20.1760890153233 49.0627765279126, 20.1763101125365 49.0630250138981))",H1 2x2 Tenement05 (BuildingInfo),2,4,Residential,ResidentialHigh
18918,"POINT (20.1765262720336 49.0617473596724)","POLYGON ((20.1763361038781 49.0617125333206, 20.1765504944022 49.061876108964, 20.1767164404585 49.0617821857121, 20.1765020497861 49.0616186103736, 20.1763361038781 49.0617125333206))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19008,"POINT (20.1716115257005 49.0593323165266)","POLYGON ((20.1718049801092 49.0592050295734, 20.1714797525818 49.0591746277369, 20.1714180694683 49.0594596031413, 20.1717432979779 49.0594900051541, 20.1718049801092 49.0592050295734))",L1 3x4 Detached04a (BuildingInfo),3,4,Residential,ResidentialLow
18893,"POINT (20.1771434626638 49.0602956050466)","POLYGON ((20.1771808562888 49.0604738215565, 20.1773933357657 49.0602221139063, 20.1771060692985 49.0601173885206, 20.1768935888305 49.060369095641, 20.1771808562888 49.0604738215565))",L1 4x3 Detached12 (BuildingInfo),4,3,Residential,ResidentialLow
18820,"POINT (20.1735179598338 49.0609320843425)","POLYGON ((20.1734246932463 49.0609842046383, 20.1735254502362 49.0610123883799, 20.1736112262265 49.0608799639699, 20.173510469454 49.0608517803038, 20.1734246932463 49.0609842046383))",L1 1x1 Detached (BuildingInfo),1,2,Residential,ResidentialLow
19609,"POINT (20.1994099771476 49.0558609616165)","POLYGON ((20.1995896012549 49.0558071706617, 20.1992653413362 49.0557726788347, 20.1992303526554 49.0559147522892, 20.1995546134716 49.0559492442183, 20.1995896012549 49.0558071706617))",L1 3x2 Shop05 (BuildingInfo),3,2,Commercial,CommercialLow
19030,"POINT (20.1752445293861 49.0593580610093)","POLYGON ((20.1750916969835 49.059304598022, 20.1750734522431 49.0593755532665, 20.1753973621183 49.0594115237955, 20.175415606412 49.0593405684978, 20.1750916969835 49.059304598022))",L1_1x1_detached_13 (BuildingInfo),1,3,Residential,ResidentialLow
18900,"POINT (20.1776009200589 49.0629693042067)","POLYGON ((20.1777552198031 49.0629780215341, 20.1776141854425 49.0628679101114, 20.177446620371 49.0629605866818, 20.1775876546185 49.0630706983113, 20.1777552198031 49.0629780215341))",H1 2x2 Tenement05 (BuildingInfo),2,2,Residential,ResidentialHigh
19107,"POINT (20.1695039263914 49.0609928458206)","POLYGON ((20.1696948015138 49.0608920569888, 20.1694957530388 49.0608320259359, 20.1693130504984 49.0610936343307, 20.1695120997902 49.0611536657006, 20.1696948015138 49.0608920569888))",L1 2x2 Detached10 (BuildingInfo),2,4,Residential,ResidentialLow
18972,"POINT (20.1780324493309 49.062629694912)","POLYGON ((20.1779708821276 49.0624739545099, 20.1778059081849 49.0625686166487, 20.1780940169134 49.0627854352792, 20.1782589910368 49.062690772733, 20.1779708821276 49.0624739545099))",L1 2x2 Detached06 (BuildingInfo),2,4,Residential,ResidentialLow
19166,"POINT (20.1812435239205 49.0603512753574)","POLYGON ((20.1812509494597 49.060401925002, 20.1813205974644 49.06034639557, 20.1812360983958 49.060300625712, 20.1811664503621 49.0603561550933, 20.1812509494597 49.060401925002))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
18833,"POINT (20.17335542323 49.060888106775)","POLYGON ((20.1732128128364 49.0609277795102, 20.1734157937065 49.060981823492, 20.1734980333984 49.0608484338621, 20.1732950529788 49.0607943900262, 20.1732128128364 49.0609277795102))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
18903,"POINT (20.1728128001025 49.0590439051505)","POLYGON ((20.1726274561726 49.0591359188423, 20.1729528137578 49.0591657089288, 20.1729981433496 49.0589518911558, 20.1726727871298 49.0589221012034, 20.1726274561726 49.0591359188423))",L1 3x3 Detached02 (BuildingInfo),3,3,Residential,ResidentialLow
18822,"POINT (20.1723346847266 49.0640842794211)","POLYGON ((20.172243046202 49.0642538044738, 20.1725566929746 49.064189554262, 20.1724263226225 49.0639147542187, 20.1721126774192 49.0639790041563, 20.172243046202 49.0642538044738))",L1 3x3 Detached02 (BuildingInfo),3,4,Residential,ResidentialLow
19146,"POINT (20.1747937609547 49.0604731820475)","POLYGON ((20.1747166589721 49.0604685010401, 20.1747866374586 49.0605238505275, 20.1748708629524 49.0604778630036, 20.1748008844356 49.0604225135666, 20.1747166589721 49.0604685010401))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
18994,"POINT (20.1717195874023 49.060215562044)","POLYGON ((20.1719132844976 49.0601905248116, 20.1717589184876 49.0600884334236, 20.1715258892809 49.0602405989441, 20.171680255277 49.0603426906411, 20.1719132844976 49.0601905248116))",L1 2x3 Detached03 (BuildingInfo),2,3,Residential,ResidentialLow
19093,"POINT (20.1759684772285 49.061873115681)","POLYGON ((20.1762416200916 49.0618609813343, 20.1760272306529 49.0616974051225, 20.1756953342403 49.0618852493805, 20.1759097233824 49.062048826202, 20.1762416200916 49.0618609813343))",H1 3x4 Tenement07 (BuildingInfo),3,4,Residential,ResidentialHigh
19088,"POINT (20.1664742987926 49.0702486593343)","POLYGON ((20.1665248474575 49.0702101087949, 20.1664156247509 49.0702154473935, 20.1664237500494 49.0702872098509, 20.1665329729125 49.0702818712456, 20.1665248474575 49.0702101087949))",Water Pipe Junction (BuildingInfo),1,1,Water,None
20165,"POINT (20.1737998060263 49.0637090132372)","POLYGON ((20.1735941459211 49.0635902641678, 20.1735687371169 49.0638055002392, 20.1740054671128 49.063827761943, 20.1740308740444 49.0636125257662, 20.1735941459211 49.0635902641678))",L1 3x4 Detached04a (BuildingInfo),3,4,Residential,ResidentialLow
19574,"POINT (20.1985868596295 49.0574416326043)","POLYGON ((20.1986750989293 49.0575576794182, 20.1987159167765 49.0573434695076, 20.1984986207381 49.0573255857228, 20.1984578019736 49.0575397955525, 20.1986750989293 49.0575576794182))",L1_3x2_Shop_10 (BuildingInfo),3,2,Commercial,CommercialLow
18868,"POINT (20.1773876089829 49.0607801823332)","POLYGON ((20.1773345587226 49.0605796539713, 20.1770824617825 49.0608150438505, 20.177440659658 49.0609807108033, 20.1776927557683 49.0607453198693, 20.1773345587226 49.0605796539713))",L1 4x4 Detached02 (BuildingInfo),4,4,Residential,ResidentialLow
19672,"POINT (20.1984576006498 49.0581199657573)","POLYGON ((20.1985526440169 49.0582003112068, 20.1985798566847 49.0580575042847, 20.1983625575885 49.05803962023, 20.1983353443091 49.058182427098, 20.1985526440169 49.0582003112068))",L1 2x2 Shop03 (BuildingInfo),2,2,Commercial,CommercialLow
19215,"POINT (20.1741642503653 49.0570650203322)","POLYGON ((20.1743817033733 49.0571389685963, 20.1743847385712 49.0569950608824, 20.1739467980063 49.056991071661, 20.1739437615445 49.0571349793567, 20.1743817033733 49.0571389685963))",L1 2x2 Detached03 (BuildingInfo),2,4,Residential,ResidentialLow
18894,"POINT (20.1704746388214 49.0608105382033)","POLYGON ((20.1701842425476 49.0608813133705, 20.1705823387195 49.0610013727463, 20.1707650342783 49.0607397623, 20.1703669397401 49.0606197035579, 20.1701842425476 49.0608813133705))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
18911,"POINT (20.1727953873195 49.0622715498423)","POLYGON ((20.1728586487634 49.0621161031186, 20.172644103274 49.0621450244421, 20.1727321254753 49.062426996525, 20.1729466721316 49.0623980750455, 20.1728586487634 49.0621161031186))",H1 2x2 Tenement05 (BuildingInfo),2,4,Residential,ResidentialHigh
18899,"POINT (20.1767049307951 49.0618836725318)","POLYGON ((20.1765504943999 49.0618761091012, 20.1766934210834 49.0619851592797, 20.1768593672374 49.0618912358932, 20.1767164404562 49.0617821858494, 20.1765504943999 49.0618761091012))",L1 2x2 Detached10 (BuildingInfo),2,2,Residential,ResidentialLow
18890,"POINT (20.1742345543756 49.059536849548)","POLYGON ((20.1743646552966 49.0594392805792, 20.1741475456244 49.0594204007753, 20.1741044529447 49.0596344183657, 20.1743215635308 49.0596532982548, 20.1743646552966 49.0594392805792))",L1 2x3 Detached03 (BuildingInfo),2,3,Residential,ResidentialLow
18847,"POINT (20.1751564590808 49.0599489639047)","POLYGON ((20.1749743012777 49.0597843521045, 20.1749059710055 49.0600686717958, 20.175338618084 49.0601135754192, 20.1754069459562 49.059829255461, 20.1749743012777 49.0597843521045))",L1 4x4 Detached02 (BuildingInfo),4,4,Residential,ResidentialLow
18951,"POINT (20.1692444575189 49.0592720753413)","POLYGON ((20.1691575381987 49.0591555984416, 20.1691142825374 49.0593696015121, 20.1693313772428 49.0593885521755, 20.1693746319905 49.0591745490194, 20.1691575381987 49.0591555984416))",L1 3x2 Shop01 (BuildingInfo),3,2,Commercial,CommercialLow
19216,"POINT (20.1748084237866 49.0574706228093)","POLYGON ((20.1747143285403 49.0573897978112, 20.1746854394837 49.0575324620673, 20.1749025193375 49.0575514477311, 20.174931407785 49.0574087834179, 20.1747143285403 49.0573897978112))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
19881,"POINT (20.1968421450883 49.0583311882117)","POLYGON ((20.1970275686661 49.0582392452385, 20.1967022417816 49.0582093299873, 20.196656720828 49.0584231308819, 20.1969820490775 49.0584530462675, 20.1970275686661 49.0582392452385))",L1 3x3 Shop07 (BuildingInfo),3,3,Commercial,CommercialLow
19205,"POINT (20.1755022656314 49.0564276228368)","POLYGON ((20.1756790371821 49.0563698922143, 20.1753531922974 49.0563425869033, 20.1753254936738 49.0564853531857, 20.1756513394746 49.0565126585792, 20.1756790371821 49.0563698922143))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19213,"POINT (20.1747207783502 49.0566382809912)","POLYGON ((20.1746128116416 49.0565653300254, 20.1746097771437 49.0567092377597, 20.1748287453747 49.0567112318567, 20.1748317792407 49.0565673241133, 20.1746128116416 49.0565653300254))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
20159,"POINT (20.1743224757363 49.0608496374058)","POLYGON ((20.1743509206281 49.0607212616627, 20.1741312107108 49.0608817578424, 20.1742940306961 49.0609780130011, 20.1745137405189 49.0608175166507, 20.1743509206281 49.0607212616627))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19575,"POINT (20.198478110881 49.0577227754818)","POLYGON ((20.1986206745585 49.0578432933268, 20.1986614928881 49.0576290834484, 20.1983355478915 49.0576022574619, 20.1982947281859 49.0578164672188, 20.1986206745585 49.0578432933268))",L1 3x3 Shop07 (BuildingInfo),3,3,Commercial,CommercialLow
18920,"POINT (20.1705651927951 49.0596305641867)","POLYGON ((20.1705192349973 49.0596715159475, 20.1706275082312 49.0596607656571, 20.1706111505172 49.0595896124068, 20.1705028774347 49.0596003626829, 20.1705192349973 49.0596715159475))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
19599,"POINT (20.1988657850286 49.0596605071649)","POLYGON ((20.1987425009731 49.0597220929194, 20.1989594985766 49.0597415257654, 20.1989890687802 49.0595989212764, 20.1987720717847 49.0595794884887, 20.1987425009731 49.0597220929194))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
19074,"POINT (20.1792671003923 49.0600863817185)","POLYGON ((20.1792853175711 49.0601358374605, 20.1793423567628 49.0600744100426, 20.1792488832492 49.0600369259734, 20.1791918439863 49.0600983533452, 20.1792853175711 49.0601358374605))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
18811,"POINT (20.17568719542 49.061660053471)","POLYGON ((20.1759601424122 49.0616461564886, 20.1757433188406 49.0614839720486, 20.1754142482836 49.0616739498069, 20.1756310715954 49.0618361348586, 20.1759601424122 49.0616461564886))",L1 3x2 Shop03b (BuildingInfo),3,4,Commercial,CommercialLow
20160,"POINT (20.1752456676564 49.056043401937)","POLYGON ((20.175055047148 49.0561725150121, 20.1753808907483 49.0561998211588, 20.1754362871771 49.0559142885388, 20.1751104454091 49.0558869825571, 20.175055047148 49.0561725150121))",L1 3x3 Detached14 (BuildingInfo),3,4,Residential,ResidentialLow
19120,"POINT (20.1781576160546 49.0609481710329)","POLYGON ((20.1781860992047 49.0611508450387, 20.1784660280303 49.0609294530686, 20.1781291331237 49.0607454971515, 20.1778492038574 49.0609668881718, 20.1781860992047 49.0611508450387))",L1 4x4 Detached02 (BuildingInfo),4,4,Residential,ResidentialLow
19214,"POINT (20.1742501149788 49.057403654909)","POLYGON ((20.1743522699438 49.0574801367516, 20.1743664903482 49.0573365188039, 20.1741479603268 49.0573271729766, 20.1741337392961 49.0574707908942, 20.1743522699438 49.0574801367516))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
18823,"POINT (20.1731460020474 49.0614750506343)","POLYGON ((20.1733226951953 49.0615864491704, 20.1733876332573 49.0614489992784, 20.1729693096896 49.0613636518298, 20.1729043705911 49.0615011014827, 20.1733226951953 49.0615864491704))",L1 2x2 Detached06 (BuildingInfo),2,4,Residential,ResidentialLow
19004,"POINT (20.1685169231574 49.0600157592227)","POLYGON ((20.168208996137 49.0600376173131, 20.168550185129 49.0602181183338, 20.1688248499179 49.0599939003091, 20.1684836614457 49.0598134000964, 20.168208996137 49.0600376173131))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
19643,"POINT (20.1987569844105 49.0560851223125)","POLYGON ((20.1989405170345 49.0562490675589, 20.1990064379312 49.0559645017464, 20.1985734529908 49.055921176776, 20.1985075296856 49.0562057423307, 20.1989405170345 49.0562490675589))",L1 4x3 Shop13 (BuildingInfo),4,4,Commercial,CommercialLow
19068,"POINT (20.1698543960693 49.0595804824543)","POLYGON ((20.1697913056935 49.0596099807434, 20.1698992842201 49.0596219438146, 20.1699174863705 49.0595509841301, 20.1698095079929 49.0595390210767, 20.1697913056935 49.0596099807434))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
19067,"POINT (20.1719957105825 49.0599818044547)","POLYGON ((20.1720569837982 49.0599506955613, 20.1719483726142 49.0599415372714, 20.1719344372904 49.060012913315, 20.1720430486271 49.0600220716188, 20.1720569837982 49.0599506955613))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
18904,"POINT (20.1756287512713 49.0610711809172)","POLYGON ((20.1754742116717 49.0610646136152, 20.1756187582129 49.0611727369514, 20.1757832909142 49.0610777480124, 20.1756387442864 49.0609696248801, 20.1754742116717 49.0610646136152))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
20025,"POINT (20.166514251308 49.0705054334098)","POLYGON ((20.1665631606923 49.0704659804571, 20.1664542018046 49.0704732986771, 20.1664653418462 49.0705448863411, 20.1665743008891 49.0705375681114, 20.1665631606923 49.0704659804571))",Water Pipe Junction (BuildingInfo),1,1,Water,None
19113,"POINT (20.1802333124935 49.0602391665457)","POLYGON ((20.1804059884776 49.060099567135, 20.1800777316111 49.060091141062, 20.1800606355405 49.0603787656894, 20.1803888942972 49.0603871918208, 20.1804059884776 49.060099567135))",L1 3x2 Detached04 (BuildingInfo),3,4,Residential,ResidentialLow
18915,"POINT (20.177670119969 49.0604876006897)","POLYGON ((20.1775848474149 49.0602919306184, 20.177372366937 49.0605436380608, 20.1777553931838 49.0606832706951, 20.1779678723401 49.0604315625463, 20.1775848474149 49.0602919306184))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
18842,"POINT (20.1770649919332 49.0625743427241)","POLYGON ((20.1772575781274 49.0626028683741, 20.1770309906445 49.0624465517887, 20.1768724059639 49.0625458167195, 20.177098993393 49.0627021336132, 20.1772575781274 49.0626028683741))",H1 3x2 Tenement04 (BuildingInfo),3,2,Residential,ResidentialHigh
18880,"POINT (20.1749459494274 49.061673727067)","POLYGON ((20.1748678598746 49.0615212196279, 20.1747134335975 49.0616232752627, 20.1750240394531 49.0618262344519, 20.1751784657334 49.061724178405, 20.1748678598746 49.0615212196279))",L1 2x2 Shop03 (BuildingInfo),2,4,Commercial,CommercialLow
19000,"POINT (20.1681916952466 49.0598954206722)","POLYGON ((20.1680385203101 49.0598804497349, 20.1681689143016 49.0599960815011, 20.1683448702775 49.0599103914067, 20.168214476097 49.0597947598366, 20.1680385203101 49.0598804497349))",L1 2x2 Detached06 (BuildingInfo),2,2,Residential,ResidentialLow
19104,"POINT (20.1751085151898 49.0632525829521)","POLYGON ((20.1750431366149 49.0633749920821, 20.1752553211691 49.0633393203455, 20.1751738934406 49.0631301737637, 20.174961709722 49.0631658453734, 20.1750431366149 49.0633749920821))",H1 2x3 Tenement02 (BuildingInfo),2,3,Residential,ResidentialHigh
18804,"POINT (20.1739594264416 49.0634112498776)","POLYGON ((20.174076583277 49.063387880011, 20.1740012694511 49.0633356393061, 20.1738422694976 49.0634346196246, 20.1739175833039 49.0634868604323, 20.174076583277 49.063387880011))",H1 1x1 Tenement (BuildingInfo),1,2,Residential,ResidentialHigh
19202,"POINT (20.175222855517 49.056439974697)","POLYGON ((20.1751285643815 49.0563592496458, 20.175100025856 49.0565019439856, 20.1753171469572 49.0565206996717, 20.1753456848733 49.0563780052754, 20.1751285643815 49.0563592496458))",L1 2x2 Detached03 (BuildingInfo),2,2,Residential,ResidentialLow
