Id, Rail Type, Bridge, Geometry
541543191,rail,yes,"LINESTRING (20.182094573974609 49.059349060058594, 20.181938171386719 49.059333801269531)"
541543192,rail,,"LINESTRING (20.186664581298828 49.059844970703125, 20.182094573974609 49.059349060058594)"
541543193,rail,yes,"LINESTRING (20.187053680419922 49.059886932373047, 20.186664581298828 49.059844970703125)"
541543194,rail,,"LINESTRING (20.191005706787109 49.060249328613281, 20.189725875854492 49.060131072998047, 20.187053680419922 49.059886932373047)"
541543195,rail,,"LINESTRING (20.190919876098633 49.060188293457031, 20.191141128540039 49.060211181640625, 20.192216873168945 49.060295104980469)"
541543196,rail,,"LINESTRING (20.191551208496094 49.060295104980469, 20.191005706787109 49.060249328613281)"
541543197,rail,,"LINESTRING (20.203058242797852 49.061408996582031, 20.203577041625977 49.06146240234375)"
541543198,rail,,"LINESTRING (20.203577041625977 49.06146240234375, 20.203330993652344 49.061454772949219)"
541543199,rail,,"LINESTRING (20.206693649291992 49.061801910400391, 20.203330993652344 49.061454772949219)"
541543200,rail,,"LINESTRING (20.213773727416992 49.0625, 20.208408355712891 49.061977386474609, 20.206693649291992 49.061801910400391)"
541543201,rail,yes,"LINESTRING (20.213935852050781 49.062519073486328, 20.213773727416992 49.0625)"
541547360,rail,,"LINESTRING (20.062276840209961 49.084980010986328, 20.061361312866211 49.085281372070312, 20.06035041809082 49.085411071777344, 20.059459686279297 49.085422515869141, 20.058393478393555 49.085296630859375)"
544343697,abandoned,,"LINESTRING (20.062187194824219 49.088447570800781, 20.062255859375 49.088134765625, 20.0625 49.087741851806641, 20.06279182434082 49.087177276611328, 20.063016891479492 49.086662292480469, 20.063230514526367 49.085975646972656, 20.063484191894531 49.085567474365234, 20.063652038574219 49.085227966308594)"
544343958,abandoned,,"LINESTRING (20.056825637817383 49.119300842285156, 20.057479858398438 49.119197845458984, 20.058034896850586 49.119071960449219, 20.058761596679688 49.118873596191406, 20.0594539642334 49.1185417175293, 20.060054779052734 49.118240356445312, 20.060707092285156 49.11785888671875, 20.061054229736328 49.117561340332031, 20.061168670654297 49.117259979248047, 20.061189651489258 49.116909027099609, 20.061140060424805 49.116497039794922)"
544344312,abandoned,,"LINESTRING (20.069217681884766 49.119117736816406, 20.069061279296875 49.118892669677734, 20.068750381469727 49.118759155273438, 20.06842041015625 49.118747711181641, 20.067991256713867 49.118846893310547, 20.067747116088867 49.119049072265625, 20.067481994628906 49.119449615478516, 20.067394256591797 49.119682312011719, 20.067327499389648 49.119773864746094, 20.06707763671875 49.119915008544922, 20.066780090332031 49.120037078857422, 20.066427230834961 49.120170593261719, 20.066032409667969 49.120265960693359, 20.065662384033203 49.120296478271484, 20.065021514892578 49.12030029296875, 20.064468383789062 49.12030029296875, 20.064121246337891 49.120334625244141, 20.063850402832031 49.120403289794922, 20.063627243041992 49.120536804199219, 20.063375473022461 49.1207275390625, 20.063209533691406 49.120853424072266, 20.062959671020508 49.120891571044922, 20.06266975402832 49.120857238769531, 20.062437057495117 49.1207275390625, 20.062332153320312 49.120635986328125, 20.062227249145508 49.120487213134766, 20.062038421630859 49.120292663574219, 20.061872482299805 49.120151519775391, 20.061590194702148 49.119964599609375, 20.061277389526367 49.119850158691406, 20.060832977294922 49.119754791259766, 20.060234069824219 49.119693756103516, 20.0598201751709 49.119651794433594, 20.059324264526367 49.119728088378906, 20.058931350708008 49.119770050048828, 20.058137893676758 49.119758605957031, 20.057580947875977 49.119747161865234, 20.0572509765625 49.119747161865234, 20.056989669799805 49.119823455810547, 20.056760787963867 49.119907379150391)"
556821262,rail,yes,"LINESTRING (20.067533493041992 49.074012756347656, 20.067441940307617 49.074150085449219)"
556821263,rail,,"LINESTRING (20.068017959594727 49.0733757019043, 20.067533493041992 49.074012756347656)"
556821264,rail,,"LINESTRING (20.067483901977539 49.073993682861328, 20.067972183227539 49.0733528137207)"
556821265,rail,yes,"LINESTRING (20.067384719848633 49.074138641357422, 20.067483901977539 49.073993682861328)"
560022049,light_rail,yes,"LINESTRING (20.172258377075195 49.120246887207031, 20.172107696533203 49.1202278137207)"
615783706,light_rail,,"LINESTRING (20.064859390258789 49.118839263916016, 20.064479827880859 49.118644714355469, 20.063678741455078 49.1182746887207)"
615783709,narrow_gauge,,"LINESTRING (20.064859390258789 49.118839263916016, 20.064567565917969 49.118629455566406, 20.064090728759766 49.118366241455078, 20.063688278198242 49.118160247802734, 20.063459396362305 49.118038177490234, 20.063297271728516 49.117954254150391, 20.063119888305664 49.11785888671875, 20.062808990478516 49.117691040039062)"
615783718,narrow_gauge,,"LINESTRING (20.064371109008789 49.084602355957031, 20.064626693725586 49.08453369140625, 20.064952850341797 49.084377288818359, 20.065305709838867 49.084274291992188, 20.065729141235352 49.084140777587891)"
622493582,rail,,"LINESTRING (20.288093566894531 49.060462951660156, 20.28851318359375 49.060359954833984, 20.288835525512695 49.060268402099609, 20.289081573486328 49.0601921081543, 20.289457321166992 49.060138702392578, 20.289865493774414 49.060104370117188, 20.290239334106445 49.060077667236328)"
622493802,rail,,"LINESTRING (20.294225692749023 49.059917449951172, 20.292146682739258 49.0600700378418, 20.290262222290039 49.060237884521484, 20.28953742980957 49.060317993164062, 20.288740158081055 49.060417175292969)"
622493893,platform,,"LINEARRING (20.290422439575195 49.060188293457031, 20.2904109954834 49.060092926025391, 20.289413452148438 49.060176849365234, 20.289016723632812 49.060245513916016, 20.289054870605469 49.060348510742188, 20.289880752563477 49.060256958007812, 20.290422439575195 49.060188293457031)"
638518843,platform,,"LINEARRING (20.292421340942383 49.060115814208984, 20.298070907592773 49.059684753417969, 20.298061370849609 49.059650421142578, 20.296562194824219 49.059757232666016, 20.292415618896484 49.0600700378418, 20.292421340942383 49.060115814208984)"
638518845,platform,,"LINEARRING (20.295425415039062 49.06146240234375, 20.295490264892578 49.061454772949219, 20.295339584350586 49.060554504394531, 20.295253753662109 49.0605583190918, 20.295425415039062 49.06146240234375)"
638518846,rail,,"LINESTRING (20.294929504394531 49.060337066650391, 20.294187545776367 49.060390472412109, 20.292720794677734 49.060493469238281)"
638518847,rail,,"LINESTRING (20.300027847290039 49.059638977050781, 20.299093246459961 49.059810638427734, 20.298484802246094 49.059898376464844, 20.2949275970459 49.060161590576172, 20.290924072265625 49.060474395751953, 20.289096832275391 49.060432434082031)"
638518848,rail,,"LINESTRING (20.300027847290039 49.059638977050781, 20.298103332519531 49.059791564941406, 20.294885635375977 49.060028076171875)"
638518849,rail,,"LINESTRING (20.300312042236328 49.059619903564453, 20.300029754638672 49.0596809387207, 20.29925537109375 49.0598258972168, 20.298973083496094 49.059871673583984, 20.298778533935547 49.059898376464844, 20.298543930053711 49.059932708740234, 20.291664123535156 49.060470581054688, 20.291414260864258 49.060482025146484, 20.291374206542969 49.06048583984375, 20.290924072265625 49.060474395751953)"
638518850,rail,,"LINESTRING (20.298543930053711 49.059932708740234, 20.298023223876953 49.060016632080078, 20.297531127929688 49.060092926025391, 20.297130584716797 49.060173034667969, 20.296895980834961 49.060207366943359, 20.295886993408203 49.0602912902832, 20.293018341064453 49.060523986816406)"
638518851,rail,,"LINESTRING (20.298023223876953 49.060016632080078, 20.294931411743164 49.060253143310547, 20.292240142822266 49.060462951660156, 20.291414260864258 49.060482025146484)"
638518852,rail,,"LINESTRING (20.298778533935547 49.059898376464844, 20.297277450561523 49.0601921081543, 20.296838760375977 49.060260772705078, 20.296213150024414 49.060321807861328, 20.293756484985352 49.060539245605469, 20.293312072753906 49.060543060302734, 20.293018341064453 49.060523986816406, 20.292720794677734 49.060493469238281, 20.292503356933594 49.060466766357422, 20.292240142822266 49.060462951660156)"
638684201,platform,,"LINEARRING (20.222063064575195 49.139083862304688, 20.222076416015625 49.139057159423828, 20.222843170166016 49.13922119140625, 20.222829818725586 49.139247894287109, 20.222063064575195 49.139083862304688)"
653267542,station,,"LINESTRING (20.22197151184082 49.139167785644531, 20.222118377685547 49.1388053894043, 20.223514556884766 49.13909912109375, 20.223857879638672 49.139213562011719, 20.223751068115234 49.139419555664062, 20.223398208618164 49.1395149230957, 20.222236633300781 49.139286041259766, 20.22197151184082 49.139167785644531)"
706140515,light_rail,,"LINESTRING (20.276544570922852 49.091766357421875, 20.276885986328125 49.091621398925781, 20.277912139892578 49.090961456298828, 20.278322219848633 49.0907096862793, 20.278610229492188 49.090484619140625, 20.27873420715332 49.090236663818359, 20.278772354125977 49.089973449707031, 20.278682708740234 49.089679718017578)"
706140516,light_rail,,"LINESTRING (20.278682708740234 49.089679718017578, 20.2789306640625 49.089931488037109, 20.279285430908203 49.090087890625, 20.279529571533203 49.090129852294922, 20.279731750488281 49.090171813964844, 20.279932022094727 49.090225219726562, 20.280166625976562 49.090373992919922)"
713294193,rail,,"LINESTRING (20.277912139892578 49.090961456298828, 20.278051376342773 49.090785980224609)"
713294194,rail,,"LINESTRING (20.278682708740234 49.089679718017578, 20.278280258178711 49.089183807373047)"
713294195,rail,,"LINESTRING (20.278610229492188 49.090484619140625, 20.279022216796875 49.090240478515625, 20.279182434082031 49.090190887451172, 20.279369354248047 49.090141296386719, 20.279491424560547 49.090145111083984, 20.279731750488281 49.090171813964844)"
