id,zone_type,geometry
1883,RDCom/res/indLow,"POLYGON ((17.2941733620388 49.564224136922,17.294397475926 49.5643581040178,17.2948011366786 49.564549237234,17.2950957623495 49.5643474571839,17.2947617137318 49.5642721701206,17.2946500928755 49.564341489185,17.29448113916 49.5642923650885,17.2946221244931 49.564150825043,17.2946965617763 49.5641568104491,17.2947756233243 49.5640961543993,17.2946332104195 49.5640296133356,17.2945445477954 49.5641171442003,17.2945950045937 49.5641478843257,17.2944492999762 49.5642962927408,17.2942154724653 49.5641903984122,17.2941733620388 49.564224136922))"
1884,RDresidentalLow,"POLYGON ((17.2963173604087 49.5652581759745,17.2964860413385 49.5651399310053,17.2961718903977 49.5648854329789,17.2963359347225 49.5646043245031,17.2958538283309 49.5644633340522,17.2954328488059 49.5648492394069,17.2960278049393 49.5651319652094,17.2963173604087 49.5652581759745))"
1885,Obcanska vybavenospoint_entertainment,"POLYGON ((17.2942024188898 49.5618296299674,17.2942766350146 49.5618128901347,17.2943354941152 49.5617521294878,17.2938847642201 49.5615258879814,17.29370710363 49.5617152712757,17.2940524245735 49.5619096266538,17.2942024188898 49.5618296299674))"
1886,Chatarska zastavbpoint_entertainment,"POLYGON ((17.2941194529231 49.5626992262681,17.2942893044066 49.5625631862775,17.2943797477694 49.5621135812685,17.2942024188898 49.5618296299674,17.2940524245735 49.5619096266538,17.29370710363 49.5617152712757,17.2938847642201 49.5615258879814,17.2930864608701 49.5614161108745,17.2931322176959 49.5612965328774,17.2929404709844 49.5612865514952,17.2928578830817 49.5614649503636,17.2930579439526 49.5619659274105,17.2935472936056 49.5621617865519,17.2934419664059 49.5625823423334,17.2941194529231 49.5626992262681))"
1887,Obcanska vybavenosCom/res/ind,"POLYGON ((17.3004288156079 49.5712471960669,17.301002528115 49.5705253031411,17.3009580526163 49.5703825903504,17.2993030387754 49.5699612421135,17.2988912471605 49.5707988161026,17.3004288156079 49.5712471960669))"
1888,Obcanska vybavenospoint_entertainment,"POLYGON ((17.2988299280975 49.5706042270519,17.2991237051649 49.5699359155085,17.2979355535396 49.5697681080221,17.2976803987443 49.5697645980561,17.2974703532076 49.5702545433251,17.2988299280975 49.5706042270519))"
1889,RDresidentalLow,"POLYGON ((17.2974703532076 49.5702545433251,17.2976803987443 49.5697645980561,17.2970845195911 49.5697564006386,17.2968043336179 49.5698100975567,17.2966329551874 49.5700668292833,17.2965267098276 49.5702500056557,17.2970397500506 49.5703667003098,17.2971487224278 49.570230269405,17.2974703532076 49.5702545433251))"
1890,RDresidentalLow,"POLYGON ((17.2974703532076 49.5702545433251,17.2971487224278 49.570230269405,17.2970397500506 49.5703667003098,17.2965267098276 49.5702500056557,17.296413726153 49.5704447971161,17.2965720363253 49.5706870650242,17.2973059357269 49.5705380210382,17.2974703532076 49.5702545433251))"
1891,RDresidentalLow,"POLYGON ((17.2973059357269 49.5705380210382,17.2979530969643 49.5706649048397,17.2980791787928 49.5704111365043,17.2974703532076 49.5702545433251,17.2973059357269 49.5705380210382))"
1892,RDresidentalLow,"POLYGON ((17.2979530969643 49.5706649048397,17.2987283112628 49.5708353910059,17.2988299280975 49.5706042270519,17.2980791787928 49.5704111365043,17.2979530969643 49.5706649048397))"
1893,RDresidentalLow,"POLYGON ((17.2982971368772 49.5718248364444,17.2987283112628 49.5708353910059,17.2983010351577 49.5707414245103,17.2978781314874 49.5717219402578,17.2982971368772 49.5718248364444))"
1894,RDresidentalLow,"POLYGON ((17.2962760825041 49.5719341493549,17.2974150617933 49.5721260637868,17.2975660421299 49.5718584562286,17.2978781314874 49.5717219402578,17.2983010351577 49.5707414245103,17.2979530969643 49.5706649048397,17.2973059357269 49.5705380210382,17.2965720363253 49.5706870650242,17.296622461909 49.5707642307639,17.2966353379335 49.571066284792,17.2962760825041 49.5719341493549))"
1895,Obcanska vybavenospoint_education,"POLYGON ((17.2977067612626 49.5726209888982,17.2978662514389 49.5722525428042,17.2974150617933 49.5721260637868,17.2966948251195 49.5719749670985,17.2965707837685 49.5723627226717,17.2977067612626 49.5726209888982))"
1896,RDresidentalLow,"POLYGON ((17.2970881870687 49.5724803570018,17.2965707837685 49.5723627226717,17.2966948251195 49.5719749670985,17.2962760825041 49.5719341493549,17.2958240609712 49.5730420813046,17.2966376793639 49.5731918080952,17.2970881870687 49.5724803570018))"
1897,RDresidentalLow,"POLYGON ((17.2977067612626 49.5726209888982,17.2979461114175 49.5726547097071,17.2982971368772 49.5718248364444,17.2978781314874 49.5717219402578,17.2975660421299 49.5718584562286,17.2974150617933 49.5721260637868,17.2978662514389 49.5722525428042,17.2977067612626 49.5726209888982))"
1898,Obcanska vybavenoscommercial,"POLYGON ((17.2975564999507 49.5736794644677,17.2976329422126 49.5733950604448,17.2979461114175 49.5726547097071,17.2977067612626 49.5726209888982,17.2970881870687 49.5724803570018,17.2966376793639 49.5731918080952,17.2966289732483 49.5734303155316,17.2975564999507 49.5736794644677))"
1899,Obcanska vybavenosCom/res/ind,"POLYGON ((17.2973387919326 49.5749061712587,17.2985521920568 49.5734541779503,17.2998528310167 49.5719719261662,17.3004288156079 49.5712471960669,17.2988912471605 49.5707988161026,17.2985089239155 49.5715764238877,17.2982316131556 49.5722572030806,17.2978975751099 49.5730859910626,17.2977694646786 49.5734038409078,17.2973387919326 49.5749061712587))"
1900,Bytovaresidentalhigh,"POLYGON ((17.296422344092 49.5684341584816,17.2954827767927 49.5680226475393,17.294906635435 49.5682572245177,17.2943823524198 49.5686107667587,17.2956896858597 49.569060884484,17.296422344092 49.5684341584816))"
1901,RDresidentalLow,"POLYGON ((17.2946567240921 49.5684257497075,17.2938894648502 49.5681413790445,17.2936759043261 49.5683675257246,17.2943823524198 49.5686107667587,17.2946567240921 49.5684257497075))"
1902,RDresidentalLow,"POLYGON ((17.294906635435 49.5682572245177,17.2940890712154 49.5679300064368,17.2938894648502 49.5681413790445,17.2946567240921 49.5684257497075,17.294906635435 49.5682572245177))"
1903,RDresidentalLow,"POLYGON ((17.2940890712154 49.5679300064368,17.294906635435 49.5682572245177,17.2954827767927 49.5680226475393,17.2944349720275 49.5675637123745,17.2940890712154 49.5679300064368))"
1904,RDresidentalLow,"POLYGON ((17.2970335443331 49.5692956136125,17.2972501145289 49.5690217192224,17.2969740289242 49.5689344706411,17.2967356886266 49.5691964571299,17.2970335443331 49.5692956136125))"
1905,RDresidentalLow,"POLYGON ((17.296674244918 49.5693998547243,17.2968094017629 49.569220996976,17.2967356886266 49.5691964571299,17.2967757508339 49.5691524194417,17.2959075456341 49.5688745265225,17.2956896858597 49.569060884484,17.296674244918 49.5693998547243))"
1906,RDresidentalLow,"POLYGON ((17.296223402484 49.5698109770844,17.2969825189599 49.5696821600681,17.2969295571853 49.5695616532683,17.295026888601 49.5688992000784,17.2946667919859 49.5692684249037,17.2948555458602 49.569378713788,17.296223402484 49.5698109770844))"
1907,RDresidentalLow,"POLYGON ((17.2940521612356 49.5690196889794,17.2946667919859 49.5692684249037,17.295026888601 49.5688992000784,17.2936286044242 49.568412327458,17.2931928180237 49.5688089907329,17.2940521612356 49.5690196889794))"
1908,RDresidentalLow,"POLYGON ((17.2966914669509 49.5768651497839,17.2974238336006 49.576680015943,17.2977046685549 49.5764959791813,17.2973790872867 49.5758287061415,17.2970772408379 49.5758490317181,17.296671797436 49.5763997041673,17.2964961138914 49.5763321112437,17.2964150549831 49.5764273205279,17.2964851738234 49.5767076581274,17.2966914669509 49.5768651497839))"
1909,RDresidentalLow,"POLYGON ((17.2977362430249 49.5776627572177,17.2980144984967 49.5775463676701,17.297831510891 49.5771903446037,17.2980008351801 49.5771029489466,17.297807516864 49.5767067594329,17.2974238336006 49.576680015943,17.2966914669509 49.5768651497839,17.2977362430249 49.5776627572177))"
1910,Obcanska vybavenosempty,"POLYGON ((17.2977362430249 49.5776627572177,17.29824641301 49.5780803460283,17.2983991619508 49.5780389124073,17.2984375041022 49.5779978401564,17.2980008351801 49.5771029489466,17.297831510891 49.5771903446037,17.2980144984967 49.5775463676701,17.2977362430249 49.5776627572177))"
1911,RDresidentalLow,"POLYGON ((17.2974238336006 49.576680015943,17.297807516864 49.5767067594329,17.2977046685549 49.5764959791813,17.2974238336006 49.576680015943))"
1912,Obcanska vybavenosresidental,"POLYGON ((17.2979532850482 49.5783159217024,17.2982032780813 49.5782653329097,17.2977293784243 49.5778093299433,17.2974807211299 49.5778695554455,17.2979532850482 49.5783159217024))"
1913,RDresidentalLow,"POLYGON ((17.2974807211299 49.5778695554455,17.2977293784243 49.5778093299433,17.2970359941222 49.5772419365282,17.2967449749171 49.5774464864561,17.2969418815583 49.5775234684921,17.2974807211299 49.5778695554455))"
1914,RDCom/res/indLow,"POLYGON ((17.2967449749171 49.5774464864561,17.2970359941222 49.5772419365282,17.2964395442719 49.5767538509115,17.2960904579863 49.5768085708515,17.2958464297378 49.5770951860779,17.2967449749171 49.5774464864561))"
1915,RDresidentalLow,"POLYGON ((17.297629075037 49.5761204056952,17.2981200895111 49.5761342958847,17.2982388125486 49.5759802472265,17.2976604874231 49.575805325183,17.2974801085577 49.5758292267534,17.297629075037 49.5761204056952))"
1916,RDresidentalLow,"POLYGON ((17.2981200895111 49.5761342958847,17.29828644918 49.5763458092529,17.2988498987783 49.5765087462638,17.2990516292846 49.5762260876743,17.2982388125486 49.5759802472265,17.2981200895111 49.5761342958847))"
1917,RDresidentalLow,"POLYGON ((17.2995594159732 49.576600218636,17.2996936737789 49.5764202718332,17.2994564745242 49.5763485321719,17.2993406482662 49.5765211747291,17.2995594159732 49.576600218636))"
1918,RDresidentalLow,"POLYGON ((17.2989260068458 49.5774491642002,17.2993245002143 49.5769150745108,17.2978991953838 49.5766483912581,17.2981995488148 49.5772354549752,17.2989260068458 49.5774491642002))"
1919,RDresidentalLow,"POLYGON ((17.298364595336 49.5775580445872,17.2987441048333 49.5776929585752,17.298841115582 49.5775629387375,17.2982883692747 49.5774090592266,17.298364595336 49.5775580445872))"
1920,RDresidentalLow,"POLYGON ((17.2977589095973 49.5763741845529,17.29828644918 49.5763458092529,17.2981200895111 49.5761342958847,17.297629075037 49.5761204056952,17.2977589095973 49.5763741845529))"
1921,RDresidentalLow,"POLYGON ((17.2993406482662 49.5765211747291,17.2989692497095 49.5768486066078,17.2993245002143 49.5769150745108,17.2995594159732 49.576600218636,17.2993406482662 49.5765211747291))"
1922,RDresidentalLow,"POLYGON ((17.2994564745242 49.5763485321719,17.2990516292846 49.5762260876743,17.2988498987783 49.5765087462638,17.2985821101609 49.576776171004,17.2989692497095 49.5768486066078,17.2993406482662 49.5765211747291,17.2994564745242 49.5763485321719))"
1923,RDresidentalLow,"POLYGON ((17.2982883692747 49.5774090592266,17.298841115582 49.5775629387375,17.2989260068458 49.5774491642002,17.2981995488148 49.5772354549752,17.2982883692747 49.5774090592266))"
1924,RDresidentalLow,"POLYGON ((17.298364595336 49.5775580445872,17.2985599194826 49.5779398089293,17.2987441048333 49.5776929585752,17.298364595336 49.5775580445872))"
1925,RDresidentalLow,"POLYGON ((17.2978991953838 49.5766483912581,17.2985821101609 49.576776171004,17.2988498987783 49.5765087462638,17.29828644918 49.5763458092529,17.2977589095973 49.5763741845529,17.2978991953838 49.5766483912581))"
1926,RDresidentalLow,"POLYGON ((17.295726271195 49.576768264811,17.2958686845849 49.5765801480715,17.2953166435222 49.5764872593412,17.2954588654486 49.5766528109378,17.295726271195 49.576768264811))"
1927,RDresidentalLow,"POLYGON ((17.2954588654486 49.5766528109378,17.2953166435222 49.5764872593412,17.2945372043766 49.5762458610018,17.2941395221011 49.5766079918022,17.294523809233 49.5767032241549,17.2952357652233 49.5768566075376,17.2954588654486 49.5766528109378))"
1928,RDresidentalLow,"POLYGON ((17.2951917908543 49.5770903818624,17.2952660086278 49.5769296763335,17.294876811272 49.5768210572565,17.2946050619337 49.5768034815395,17.2944830672254 49.5768417948114,17.2951917908543 49.5770903818624))"
1929,RDresidentalLow,"POLYGON ((17.2951917908543 49.5770903818624,17.2954214307425 49.57717092797,17.2955535046073 49.5769964728111,17.2952660086278 49.5769296763335,17.2951917908543 49.5770903818624))"
1930,RDresidentalLow,"POLYGON ((17.2952357652233 49.5768566075376,17.2955813998509 49.5769596254686,17.295726271195 49.576768264811,17.2954588654486 49.5766528109378,17.2952357652233 49.5768566075376))"
1931,RDresidentalLow,"POLYGON ((17.295372279564 49.5737629973127,17.2951525174633 49.5747242555335,17.2949235366861 49.5758427052454,17.2946091444046 49.5761596435751,17.2953606250954 49.5764360890105,17.2961339520056 49.5762864236631,17.2971803626185 49.575078823826,17.2975564999507 49.5736794644677,17.2966289732483 49.5734303155316,17.2966376793639 49.5731918080952,17.2958240609712 49.5730420813046,17.2956535382458 49.5734607405851,17.295372279564 49.5737629973127))"
1932,RDresidentalLow,"POLYGON ((17.2959365848283 49.5712689906846,17.2963581218014 49.5713611304417,17.2964657188744 49.5710697170703,17.2964441218462 49.5707766656053,17.2963805191843 49.5706147891299,17.296238020828 49.5707299375918,17.2959709820471 49.5711892846883,17.2959365848283 49.5712689906846))"
1933,Obcanska vybavenospoint_education,"POLYGON ((17.2955287806118 49.5723341718064,17.2959690542994 49.5723946238955,17.296085524076 49.5720952552163,17.2956169473404 49.5720096361955,17.2955287806118 49.5723341718064))"
1934,Obcanska vybavenoscommercial,"POLYGON ((17.2954911338569 49.5724727489874,17.2959108776054 49.5725441590463,17.2959690542994 49.5723946238955,17.2955287806118 49.5723341718064,17.2954911338569 49.5724727489874))"
1935,RDresidentalLow,"POLYGON ((17.2954911338569 49.5724727489874,17.2953698876818 49.5729190377665,17.2957428827425 49.572975957164,17.2959108776054 49.5725441590463,17.2954911338569 49.5724727489874))"
1936,Obcanska vybavenospoint_entertainment,"POLYGON ((17.2953698876818 49.5729190377665,17.2952326710963 49.5734241019628,17.2953240367537 49.5736451408459,17.2955603236512 49.5734451816303,17.2957428827425 49.572975957164,17.2953698876818 49.5729190377665))"
1937,Obcanska vybavenoscommercial,"POLYGON ((17.2947194034508 49.5756798159829,17.2947800515876 49.5754158771662,17.293940603814 49.575358346858,17.2938337737171 49.5755998585295,17.2947194034508 49.5756798159829))"
1938,RDCom/res/indLow,"POLYGON ((17.2938337737171 49.5755998585295,17.2934714850829 49.5756628566946,17.293841794674 49.5758869038988,17.293676426411 49.5761123427943,17.2941305954412 49.5762443656187,17.2944383669951 49.5761990135132,17.2945333702617 49.5761260798549,17.29467348857 49.5758796305932,17.2947194034508 49.5756798159829,17.2938337737171 49.5755998585295))"
1939,RDresidentalLow,"POLYGON ((17.2938239863452 49.5752791227058,17.294792336104 49.5753624175726,17.29493991736 49.5747201406391,17.2952347345578 49.5737971805434,17.2950841673082 49.5734336729849,17.2952602077101 49.5728273584603,17.2941959760804 49.5726917117592,17.2938239863452 49.5752791227058))"
1940,Bytovaresidentalhigh,"POLYGON ((17.2935111759614 49.5727817191613,17.2934681728284 49.5730256704953,17.2936073187051 49.5731742399971,17.2934268973869 49.5739274889096,17.2932766767864 49.575035466981,17.2933026261375 49.5753531548926,17.2938239863452 49.5752791227058,17.2941959760804 49.5726917117592,17.2938335811646 49.5725623656179,17.2935111759614 49.5727817191613))"
1941,Obcanska vybavenosempty,"POLYGON ((17.2933204016645 49.5727556747856,17.2935111759614 49.5727817191613,17.2938335811646 49.5725623656179,17.2941959760804 49.5726917117592,17.2942076090342 49.5723389980101,17.2933503235788 49.5723506069992,17.2933204016645 49.5727556747856))"
1942,RDresidentalLow,"POLYGON ((17.2933503235788 49.5723506069992,17.2939661921543 49.5723422672626,17.2943707268316 49.5714601595304,17.2937267807565 49.5712569510918,17.293599330682 49.5714280327875,17.2934098226277 49.571858113935,17.2933117262768 49.572261205793,17.2933503235788 49.5723506069992))"
1943,Bytovaresidentalhigh,"POLYGON ((17.2940316229815 49.5707478996181,17.2937267807565 49.5712569510918,17.2943707268316 49.5714601595304,17.2947616016564 49.5709689233941,17.2940316229815 49.5707478996181))"
1944,Bytovaresidentalhigh,"POLYGON ((17.2942076090342 49.5723389980101,17.2947566124001 49.57148498912,17.2943707268316 49.5714601595304,17.2939661921543 49.5723422672626,17.2942076090342 49.5723389980101))"
1945,Obcanska vybavenosCom/res/ind,"POLYGON ((17.2941959760804 49.5726917117592,17.2952602077101 49.5728273584603,17.2954477008792 49.5721815790703,17.2944111543709 49.5720223754163,17.2942076090342 49.5723389980101,17.2941959760804 49.5726917117592))"
1946,Obcanska vybavenosPoint_health,"POLYGON ((17.2944111543709 49.5720223754163,17.2954477008792 49.5721815790703,17.2955720044909 49.5718138542213,17.294653906955 49.5716447563866,17.2944111543709 49.5720223754163))"
1947,RDresidentalLow,"POLYGON ((17.2947566124001 49.57148498912,17.294653906955 49.5716447563866,17.2955720044909 49.5718138542213,17.2957116328169 49.5714520241246,17.2952518242429 49.5713902521935,17.2947566124001 49.57148498912))"
1948,Bytovahigh,"POLYGON ((17.2947616016564 49.5709689233941,17.2943707268316 49.5714601595304,17.2947566124001 49.57148498912,17.2952518242429 49.5713902521935,17.2957116328169 49.5714520241246,17.2958288429734 49.57114828067,17.2958927106766 49.5710425224948,17.295198173223 49.5708276727649,17.2947616016564 49.5709689233941))"
1949,Bytovaresidentalhigh,"POLYGON ((17.2941808821913 49.5704986480163,17.2940316229815 49.5707478996181,17.2947616016564 49.5709689233941,17.295198173223 49.5708276727649,17.2941808821913 49.5704986480163))"
1950,Obcanska vybavenosresidental,"POLYGON ((17.2943103493735 49.5702824473484,17.2941808821913 49.5704986480163,17.295198173223 49.5708276727649,17.2952565871515 49.5706551182084,17.2943103493735 49.5702824473484))"
1951,RDresidentalLow,"POLYGON ((17.295198173223 49.5708276727649,17.2958927106766 49.5710425224948,17.2960394396341 49.570799549213,17.2952565871515 49.5706551182084,17.295198173223 49.5708276727649))"
1952,RDresidentalLow,"POLYGON ((17.2943103493735 49.5702824473484,17.2952565871515 49.5706551182084,17.2960394396341 49.570799549213,17.2965266253258 49.5700408633272,17.2949296171729 49.5695359106588,17.2943103493735 49.5702824473484))"
1953,RDresidentalLow,"POLYGON ((17.2944732833152 49.5698625406287,17.2947800136497 49.5694886061253,17.2948300503605 49.5694158066741,17.2946477374606 49.5693030591494,17.2940427065768 49.5690818364081,17.2932960216868 49.5689091800291,17.2930150677504 49.5693812788562,17.2944732833152 49.5698625406287))"
1954,RDresidentalLow,"POLYGON ((17.2930150677504 49.5693812788562,17.2932960216868 49.5689091800291,17.292526674762 49.5687094874198,17.2924406377332 49.5692307486759,17.2930150677504 49.5693812788562))"
1955,Obcanska vybavenoscommercial,"POLYGON ((17.2924406377332 49.5692307486759,17.292526674762 49.5687094874198,17.29248378184 49.5686976110486,17.2921123033048 49.5684831939315,17.2919262188066 49.5690482185044,17.2921053584008 49.5692599696738,17.2924406377332 49.5692307486759))"
1956,Obcanska vybavenoscommercial,"POLYGON ((17.291537067082 49.5681511603373,17.2910561448225 49.5678735601606,17.2903351680191 49.5675128298271,17.2901399140653 49.5674709175333,17.2896108495995 49.5686317916963,17.291285786139 49.5686973966489,17.2912876222625 49.5684136199458,17.291537067082 49.5681511603373))"
1957,Obcanska vybavenosempty,"POLYGON ((17.2911239997436 49.5701211945033,17.2912155695007 49.5691889459713,17.2900584419686 49.5691234134559,17.2899697906063 49.5700680075792,17.2911239997436 49.5701211945033))"
1958,RDresidentalLow,"POLYGON ((17.296674244918 49.5693998547243,17.2968912875648 49.5694745775202,17.2970335443331 49.5692956136125,17.2968094017629 49.569220996976,17.296674244918 49.5693998547243))"
1959,RDresidentalLow,"POLYGON ((17.2969740289242 49.5689344706411,17.2972501145289 49.5690217192224,17.2973708796124 49.5688681209374,17.296422344092 49.5684341584816,17.296140907894 49.5686749054619,17.2959075456341 49.5688745265225,17.2967757508339 49.5691524194417,17.2969740289242 49.5689344706411))"
1960,RDresidentalLow,"POLYGON ((17.2923875415585 49.5672428124481,17.2929963410627 49.5674855762165,17.2931928773365 49.5672954953481,17.2925612210459 49.5670488244271,17.2923875415585 49.5672428124481))"
1961,RDresidentalLow,"POLYGON ((17.2931928773365 49.5672954953481,17.2929963410627 49.5674855762165,17.2923875415585 49.5672428124481,17.2919472105614 49.5677346249672,17.2928717129604 49.5683658056842,17.2931647078125 49.5682150535299,17.2937881933135 49.5675236296163,17.2931928773365 49.5672954953481))"
1962,RDresidentalLow,"POLYGON ((17.2928717129604 49.5683658056842,17.2932426326293 49.5686190360223,17.2935387079871 49.5683810249271,17.2931647078125 49.5682150535299,17.2928717129604 49.5683658056842))"
1963,RDresidentalLow,"POLYGON ((17.2938896726953 49.5680045199012,17.2941057905252 49.5677726708784,17.2936963006515 49.5676255371187,17.2934977830113 49.567845688125,17.2938896726953 49.5680045199012))"
1964,RDresidentalLow,"POLYGON ((17.2931647078125 49.5682150535299,17.2935387079871 49.5683810249271,17.2938896726953 49.5680045199012,17.2934977830113 49.567845688125,17.2931647078125 49.5682150535299))"
1965,RDresidentalLow,"POLYGON ((17.2936963006515 49.5676255371187,17.2941057905252 49.5677726708784,17.2943491715823 49.567511572164,17.293931379899 49.5673275832084,17.2937881933135 49.5675236296163,17.2936963006515 49.5676255371187))"
1966,RDresidentalLow,"POLYGON ((17.2931928773365 49.5672954953481,17.2937881933135 49.5675236296163,17.293931379899 49.5673275832084,17.2933770906987 49.5670834791393,17.2931928773365 49.5672954953481))"
1967,RDresidentalLow,"POLYGON ((17.2925612210459 49.5670488244271,17.2931928773365 49.5672954953481,17.2933770906987 49.5670834791393,17.2927696885119 49.5668159780352,17.2925612210459 49.5670488244271))"
1968,RDresidentalLow,"POLYGON ((17.2922412527166 49.5673156030571,17.2924399449131 49.5670953230102,17.2922481441041 49.5670156990374,17.2920359143781 49.5672267626558,17.2922412527166 49.5673156030571))"
1969,Chatarska zastavbpoint_entertainment,"POLYGON ((17.2916017290982 49.567909705053,17.2919034887859 49.5676900603388,17.2922412527166 49.5673156030571,17.2920359143781 49.5672267626558,17.2922481441041 49.5670156990374,17.2924399449131 49.5670953230102,17.2925136877539 49.5670135662258,17.2926729588008 49.566772277243,17.2927573195414 49.5666726131735,17.2923884944667 49.5665461761222,17.2921940035767 49.5667253310119,17.2917769797778 49.5668389392595,17.2914000971966 49.5670208741624,17.2911386385568 49.5674104599793,17.2912232546916 49.5676998028884,17.2916017290982 49.567909705053))"
1970,RDresidentalLow,"POLYGON ((17.2919140019698 49.5677869713968,17.2916560081392 49.5679394963355,17.291523599899 49.568033157596,17.2924234423023 49.5685545851662,17.2927285965346 49.5683676177958,17.2919140019698 49.5677869713968))"
1971,RDresidentalLow,"POLYGON ((17.2924234423023 49.5685545851662,17.2925833428926 49.5686472401093,17.2930408100212 49.5687812769481,17.2931668218547 49.5686799791271,17.2927285965346 49.5683676177958,17.2924234423023 49.5685545851662))"
1972,Obcanska vybavenosindustrial,"POLYGON ((17.2904642867111 49.5723289529258,17.2907995968392 49.5714228873666,17.2910880266657 49.5703149770717,17.2890633473372 49.5702425195786,17.2887478672021 49.5716506477891,17.2891384011942 49.5717415398989,17.2890178324627 49.5720505441738,17.2904642867111 49.5723289529258))"
1973,Obcanska vybavenosindustrial,"POLYGON ((17.2881770343263 49.5751581020873,17.2881423414312 49.575084147041,17.2885653461559 49.5749619672485,17.2890086274309 49.5744047886977,17.290037085989 49.5731368367588,17.2901205348865 49.5729790283366,17.2877566755683 49.572578214806,17.2864302917945 49.5754977047611,17.2874293197825 49.5757829334999,17.2881770343263 49.5751581020873))"
1974,RDresidentalLow,"POLYGON ((17.2943392385224 49.5700259519049,17.2944732833152 49.5698625406287,17.2937407839606 49.5696207936242,17.2936195811269 49.569840191559,17.2943392385224 49.5700259519049))"
1975,Obcanska vybavenosempty,"POLYGON ((17.2925413112274 49.5703255381273,17.2942252183245 49.5701649496049,17.2943392385224 49.5700259519049,17.2936195811269 49.569840191559,17.2937407839606 49.5696207936242,17.2930802875842 49.5694028039978,17.2929230872305 49.5696257475845,17.2925413112274 49.5703255381273))"
1976,Obcanska vybavenosempty,"POLYGON ((17.2860364213463 49.5781863082702,17.2880273193522 49.5789870520398,17.2886250643749 49.578329104713,17.2866579346513 49.5774852206313,17.2860364213463 49.5781863082702))"
1977,Obcanska vybavenosresidental,"POLYGON ((17.2923001660451 49.5757584128202,17.2930221317288 49.5760391618311,17.2935962325039 49.5761033735085,17.2937035134206 49.5759198431367,17.2933843994218 49.5757711355579,17.293194637111 49.5755494145864,17.2931292896259 49.5753748724975,17.2930249040629 49.5752428575725,17.293063315603 49.5749868099362,17.292656457677 49.574955159349,17.2923001660451 49.5757584128202))"
1978,Obcanska vybavenosindustrial,"POLYGON ((17.289157045715 49.5744561822029,17.2886209464935 49.5750193375909,17.2881770343263 49.5751581020873,17.2869270178588 49.5774283587367,17.2883235779523 49.5779629619538,17.2889694238456 49.5774881558091,17.291080566209 49.5781275390516,17.291462609604 49.5779209072704,17.2919239523116 49.5767727516344,17.2922369447893 49.5758356265979,17.2923001660451 49.5757584128202,17.292656457677 49.574955159349,17.289157045715 49.5744561822029))"
1979,RDresidentalLow,"POLYGON ((17.2934231516685 49.5768604841458,17.2939430131867 49.5765792868925,17.2942357153676 49.5763545851215,17.2936434957097 49.5761798961184,17.2935739508417 49.5761703909207,17.2933558207112 49.5763227504844,17.2931203319836 49.5767528616019,17.2934231516685 49.5768604841458))"
1980,Chatarska zastavbpoint_entertainment,"POLYGON ((17.291462609604 49.5779209072704,17.2934231516685 49.5768604841458,17.2931203319836 49.5767528616019,17.2933558207112 49.5763227504844,17.2935739508417 49.5761703909207,17.2929777974923 49.5760889034152,17.2922369447893 49.5758356265979,17.291462609604 49.5779209072704))"
1981,Obcanska vybavenosindustrial,"POLYGON ((17.289157045715 49.5744561822029,17.2920676090608 49.5748706167872,17.2922190907753 49.5741150524212,17.2916268241045 49.5739524085941,17.2916510095665 49.5732823884981,17.2906718124716 49.5723542663691,17.2900181639788 49.5733879978295,17.289157045715 49.5744561822029))"
1982,Obcanska vybavenosindustrial,"POLYGON ((17.2922190907753 49.5741150524212,17.2931918759551 49.5741298294932,17.2932291634169 49.5738812634003,17.2931308072147 49.5735612757086,17.2928293339021 49.573511232555,17.2926231934388 49.5729815768633,17.2918284890128 49.5724785873062,17.2911614063555 49.5728183290033,17.2916510095665 49.5732823884981,17.2916268241045 49.5739524085941,17.2922190907753 49.5741150524212))"
1983,Obcanska vybavenosindustrial,"POLYGON ((17.2918284890128 49.5724785873062,17.2926231934388 49.5729815768633,17.2928293339021 49.573511232555,17.2931308072147 49.5735612757086,17.2931584184203 49.5726454122461,17.2932032320995 49.5723315785681,17.2933294678565 49.5718582218112,17.2935070177581 49.5714609402157,17.2936312207501 49.5712508018019,17.2937946244771 49.5709385916018,17.2927250414628 49.5709715877478,17.2918313789254 49.5715296692681,17.2914411304493 49.5718595673153,17.2918284890128 49.5724785873062))"
1984,Obcanska vybavenosindustrial,"POLYGON ((17.2927250414628 49.5709715877478,17.2937946244771 49.5709385916018,17.2941542359798 49.5702514834645,17.2925851085661 49.5704000779282,17.2927250414628 49.5709715877478))"
1985,Obcanska vybavenosindustrial,"POLYGON ((17.2914411304493 49.5718595673153,17.2918313789254 49.5715296692681,17.2927250414628 49.5709715877478,17.2925851085661 49.5704000779282,17.2925413112274 49.5703255381273,17.2929230872305 49.5696257475845,17.2930802875842 49.5694028039978,17.2930150677504 49.5693812788562,17.2924406377332 49.5692307486759,17.2921053584008 49.5692599696738,17.291350659782 49.5693270634529,17.2912408384853 49.570230524315,17.2909834739889 49.5714539131438,17.2914411304493 49.5718595673153))"
1986,Obcanska vybavenoscommercial,"POLYGON ((17.3045550577881 49.5827121576073,17.3054606129527 49.5829472361056,17.3057917675535 49.5824616919549,17.3049022240562 49.5822180811354,17.3045550577881 49.5827121576073))"
