Id, Road Name, Road Type, One Way, Lanes, Bridge, Geometry
429485310,,track,,,,"LINESTRING (20.215576171875 49.051231384277344, 20.215225219726562 49.051246643066406, 20.214868545532227 49.051311492919922, 20.214639663696289 49.051406860351562, 20.214513778686523 49.051464080810547, 20.214393615722656 49.051551818847656, 20.214183807373047 49.051734924316406, 20.214118957519531 49.051849365234375, 20.214084625244141 49.051906585693359, 20.214052200317383 49.051959991455078, 20.213996887207031 49.052165985107422, 20.213973999023438 49.052330017089844, 20.213884353637695 49.052467346191406, 20.213787078857422 49.05255126953125, 20.213588714599609 49.0526123046875, 20.213197708129883 49.052680969238281, 20.213054656982422 49.052738189697266, 20.21290397644043 49.052860260009766, 20.212860107421875 49.05291748046875)"
429485311,,path,,,,"LINESTRING (20.207071304321289 49.053310394287109, 20.206769943237305 49.053314208984375)"
429485312,,path,,,,"LINESTRING (20.185890197753906 49.048065185546875, 20.185934066772461 49.048194885253906)"
429485313,,track,,,,"LINESTRING (20.217746734619141 49.051174163818359, 20.218557357788086 49.050945281982422, 20.218856811523438 49.050815582275391, 20.219142913818359 49.050796508789062, 20.219480514526367 49.050750732421875, 20.219833374023438 49.050601959228516, 20.220294952392578 49.050357818603516, 20.220510482788086 49.0503044128418, 20.220800399780273 49.050289154052734, 20.22119140625 49.050319671630859, 20.221469879150391 49.050395965576172, 20.221635818481445 49.050533294677734, 20.221765518188477 49.050662994384766, 20.222076416015625 49.051166534423828, 20.222232818603516 49.051353454589844, 20.222602844238281 49.051738739013672, 20.222953796386719 49.051994323730469, 20.223203659057617 49.052143096923828, 20.223539352416992 49.052211761474609, 20.223690032958984 49.052196502685547, 20.223859786987305 49.052150726318359)"
429485314,,track,,,,"LINESTRING (20.216323852539062 49.053203582763672, 20.216384887695312 49.053180694580078, 20.216415405273438 49.053176879882812, 20.216527938842773 49.053176879882812, 20.216991424560547 49.053199768066406, 20.217248916625977 49.053268432617188, 20.217361450195312 49.053287506103516, 20.2178955078125 49.053226470947266, 20.2186336517334 49.053062438964844, 20.2189884185791 49.053005218505859, 20.219223022460938 49.053001403808594, 20.219297409057617 49.053005218505859, 20.219623565673828 49.053031921386719, 20.219749450683594 49.053028106689453, 20.220363616943359 49.053016662597656, 20.220626831054688 49.052959442138672, 20.221260070800781 49.053047180175781, 20.221380233764648 49.053058624267578, 20.221721649169922 49.053028106689453, 20.221969604492188 49.052928924560547, 20.222166061401367 49.052886962890625, 20.222448348999023 49.052837371826172, 20.2231502532959 49.05267333984375)"
429485315,,track,,,,"LINESTRING (20.238979339599609 49.031356811523438, 20.238687515258789 49.0313606262207, 20.238752365112305 49.031513214111328)"
429485316,,path,,,,"LINESTRING (20.18829345703125 49.049976348876953, 20.188358306884766 49.050094604492188, 20.188400268554688 49.050193786621094)"
429485317,,path,,,,"LINESTRING (20.167564392089844 49.047088623046875, 20.16737174987793 49.047191619873047, 20.166984558105469 49.047332763671875)"
429485318,,path,,,,"LINESTRING (20.206815719604492 49.053493499755859, 20.207071304321289 49.053310394287109, 20.207218170166016 49.053237915039062, 20.207588195800781 49.05340576171875, 20.207904815673828 49.053451538085938, 20.208164215087891 49.053451538085938, 20.208395004272461 49.053432464599609, 20.208564758300781 49.053359985351562, 20.20909309387207 49.053066253662109, 20.209257125854492 49.053020477294922, 20.209562301635742 49.053005218505859, 20.209785461425781 49.052970886230469, 20.210042953491211 49.052883148193359, 20.210248947143555 49.052772521972656, 20.210378646850586 49.052719116210938, 20.210546493530273 49.052574157714844, 20.210672378540039 49.052421569824219, 20.210788726806641 49.052341461181641, 20.211141586303711 49.052223205566406, 20.211254119873047 49.052188873291016, 20.211517333984375 49.052108764648438, 20.211727142333984 49.052028656005859, 20.211856842041016 49.051933288574219, 20.211997985839844 49.051681518554688, 20.212150573730469 49.051353454589844, 20.212329864501953 49.051284790039062, 20.212553024291992 49.051246643066406, 20.212759017944336 49.051239013671875, 20.212869644165039 49.0512809753418, 20.21333122253418 49.051544189453125, 20.2135009765625 49.051677703857422, 20.213701248168945 49.0517578125, 20.214084625244141 49.051906585693359)"
429485319,,track,,,,"LINESTRING (20.257720947265625 49.027515411376953, 20.258068084716797 49.027683258056641, 20.258613586425781 49.0278205871582, 20.259128570556641 49.027976989746094)"
429485320,,track,,,,"LINESTRING (20.188480377197266 49.0432014465332, 20.188180923461914 49.042762756347656, 20.188186645507812 49.042530059814453, 20.188266754150391 49.042335510253906)"
429485321,,track,,,,"LINESTRING (20.221866607666016 49.045001983642578, 20.221923828125 49.044662475585938, 20.221872329711914 49.044498443603516, 20.221738815307617 49.044315338134766, 20.221443176269531 49.044071197509766, 20.221057891845703 49.043807983398438, 20.220706939697266 49.043529510498047, 20.220418930053711 49.043277740478516, 20.219924926757812 49.043022155761719, 20.219467163085938 49.042850494384766, 20.218997955322266 49.042732238769531, 20.218860626220703 49.042675018310547, 20.218706130981445 49.04241943359375, 20.2185115814209 49.041957855224609, 20.218515396118164 49.041545867919922, 20.218597412109375 49.041225433349609, 20.218677520751953 49.041080474853516, 20.218738555908203 49.0410270690918, 20.218900680541992 49.041007995605469, 20.22052001953125 49.041019439697266, 20.220880508422852 49.040992736816406, 20.221879959106445 49.040805816650391, 20.223123550415039 49.040500640869141, 20.223445892333984 49.040435791015625, 20.2236328125 49.040439605712891, 20.225807189941406 49.040512084960938, 20.225992202758789 49.040512084960938, 20.226146697998047 49.040477752685547, 20.227575302124023 49.039936065673828, 20.227886199951172 49.039737701416016, 20.228181838989258 49.039520263671875, 20.2283935546875 49.039276123046875, 20.2285213470459 49.039127349853516, 20.228822708129883 49.038970947265625, 20.229602813720703 49.038543701171875, 20.230541229248047 49.038036346435547, 20.231063842773438 49.037673950195312, 20.231481552124023 49.037300109863281, 20.231740951538086 49.037136077880859, 20.231962203979492 49.03704833984375, 20.232137680053711 49.037021636962891, 20.232275009155273 49.037021636962891, 20.232484817504883 49.037010192871094, 20.232707977294922 49.036956787109375, 20.233108520507812 49.0367317199707, 20.234138488769531 49.036087036132812)"
429485322,,track,,,,"LINESTRING (20.25758171081543 49.027645111083984, 20.257389068603516 49.027694702148438, 20.257242202758789 49.027759552001953, 20.257133483886719 49.027858734130859, 20.256954193115234 49.0279541015625, 20.256763458251953 49.028026580810547, 20.25636100769043 49.028148651123047, 20.256084442138672 49.028270721435547, 20.255779266357422 49.028385162353516, 20.255315780639648 49.028556823730469, 20.255092620849609 49.028659820556641, 20.254762649536133 49.028755187988281, 20.254571914672852 49.028831481933594, 20.254451751708984 49.028915405273438, 20.254365921020508 49.029018402099609, 20.254245758056641 49.029193878173828, 20.254108428955078 49.029323577880859, 20.253890991210938 49.029518127441406, 20.253686904907227 49.029747009277344, 20.253494262695312 49.029949188232422, 20.253345489501953 49.030048370361328, 20.253196716308594 49.030113220214844, 20.252765655517578 49.030235290527344, 20.252567291259766 49.030265808105469, 20.2515926361084 49.030311584472656, 20.250940322875977 49.030315399169922, 20.250534057617188 49.030364990234375, 20.249790191650391 49.030498504638672, 20.249555587768555 49.030517578125, 20.248075485229492 49.030422210693359, 20.247840881347656 49.030422210693359, 20.247146606445312 49.030475616455078, 20.247001647949219 49.030498504638672, 20.246799468994141 49.030593872070312, 20.246414184570312 49.03082275390625, 20.245964050292969 49.031032562255859, 20.245628356933594 49.031158447265625, 20.245283126831055 49.0312614440918, 20.244894027709961 49.0313606262207, 20.244270324707031 49.031623840332031, 20.243467330932617 49.031787872314453, 20.243066787719727 49.031944274902344, 20.241886138916016 49.032112121582031, 20.240413665771484 49.032272338867188, 20.239509582519531 49.032417297363281, 20.238819122314453 49.032546997070312, 20.2384090423584 49.032707214355469, 20.237794876098633 49.033031463623047, 20.237325668334961 49.0332145690918)"
429485323,,track,,,,"LINESTRING (20.237325668334961 49.0332145690918, 20.237136840820312 49.033466339111328, 20.236911773681641 49.033653259277344, 20.236757278442383 49.033676147460938, 20.2362060546875 49.033687591552734, 20.235895156860352 49.0337028503418, 20.2352237701416 49.033840179443359, 20.234285354614258 49.033935546875, 20.234094619750977 49.033935546875, 20.233776092529297 49.033859252929688, 20.233543395996094 49.033832550048828, 20.233371734619141 49.033843994140625, 20.232803344726562 49.033969879150391, 20.232269287109375 49.033992767333984, 20.23151969909668 49.03399658203125, 20.2311954498291 49.034049987792969, 20.230855941772461 49.0340576171875, 20.230363845825195 49.034011840820312, 20.230157852172852 49.034015655517578, 20.2299861907959 49.034088134765625, 20.229881286621094 49.034214019775391, 20.229774475097656 49.034252166748047, 20.229377746582031 49.034275054931641, 20.2291202545166 49.034252166748047, 20.228443145751953 49.034145355224609, 20.22791862487793 49.0340461730957, 20.227489471435547 49.034038543701172, 20.227102279663086 49.034076690673828, 20.226211547851562 49.034278869628906, 20.225364685058594 49.034629821777344, 20.225053787231445 49.034721374511719, 20.22491455078125 49.034751892089844, 20.224441528320312 49.034755706787109, 20.223947525024414 49.034751892089844, 20.223722457885742 49.03472900390625, 20.223432540893555 49.034763336181641, 20.2222843170166 49.034980773925781, 20.221384048461914 49.035270690917969, 20.220676422119141 49.035560607910156, 20.220300674438477 49.035835266113281, 20.219614028930664 49.036037445068359, 20.219131469726562 49.036220550537109, 20.21870231628418 49.036529541015625, 20.218347549438477 49.036689758300781, 20.217971801757812 49.036746978759766, 20.21844482421875 49.037254333496094, 20.218605041503906 49.037578582763672, 20.218584060668945 49.037845611572266, 20.218347549438477 49.038055419921875, 20.217435836791992 49.038578033447266, 20.216447830200195 49.039039611816406, 20.214914321899414 49.039581298828125, 20.214357376098633 49.0399284362793, 20.213813781738281 49.040321350097656, 20.2137508392334 49.040458679199219, 20.213830947875977 49.040630340576172, 20.213970184326172 49.040683746337891, 20.214345932006836 49.0407600402832, 20.2156925201416 49.041458129882812, 20.216512680053711 49.041877746582031, 20.217370986938477 49.042495727539062, 20.217794418334961 49.042610168457031, 20.218391418457031 49.042671203613281, 20.218860626220703 49.042675018310547)"
429485324,,track,,,,"LINESTRING (20.210712432861328 49.044662475585938, 20.211244583129883 49.044670104980469, 20.211555480957031 49.044654846191406, 20.211984634399414 49.044586181640625, 20.212312698364258 49.044601440429688, 20.212736129760742 49.044681549072266, 20.213085174560547 49.04473876953125, 20.213357925415039 49.044757843017578, 20.21351432800293 49.044769287109375, 20.213567733764648 49.044792175292969, 20.213567733764648 49.044845581054688, 20.213499069213867 49.044929504394531, 20.213493347167969 49.045562744140625, 20.213443756103516 49.045883178710938, 20.213466644287109 49.046077728271484, 20.213546752929688 49.046222686767578, 20.213804244995117 49.046428680419922, 20.214179992675781 49.046615600585938, 20.214328765869141 49.046707153320312, 20.214378356933594 49.046779632568359, 20.214485168457031 49.046924591064453, 20.214635848999023 49.047031402587891, 20.214748382568359 49.047080993652344, 20.215106964111328 49.047168731689453, 20.215391159057617 49.047203063964844, 20.215621948242188 49.047237396240234, 20.216073989868164 49.047435760498047, 20.216213226318359 49.047554016113281, 20.216299057006836 49.047679901123047, 20.216293334960938 49.047821044921875, 20.216266632080078 49.047943115234375, 20.2163028717041 49.048091888427734, 20.216384887695312 49.048240661621094, 20.21644401550293 49.048389434814453, 20.216474533081055 49.0485954284668, 20.216438293457031 49.049160003662109, 20.216358184814453 49.049369812011719, 20.216388702392578 49.049461364746094, 20.216598510742188 49.049564361572266, 20.216646194458008 49.049636840820312, 20.216625213623047 49.049724578857422, 20.216293334960938 49.050212860107422, 20.216287612915039 49.0504035949707, 20.216217041015625 49.050464630126953, 20.216083526611328 49.050464630126953, 20.215959548950195 49.050418853759766, 20.215494155883789 49.050079345703125, 20.2152099609375 49.049907684326172, 20.215000152587891 49.0496826171875, 20.214822769165039 49.049579620361328, 20.214340209960938 49.049415588378906, 20.213064193725586 49.049098968505859, 20.212608337402344 49.049045562744141, 20.212301254272461 49.048923492431641, 20.211771011352539 49.048633575439453, 20.211566925048828 49.048374176025391, 20.210868835449219 49.047977447509766, 20.210456848144531 49.047756195068359, 20.210086822509766 49.047653198242188, 20.2093505859375 49.047538757324219, 20.208600997924805 49.047435760498047, 20.208101272583008 49.047309875488281, 20.207698822021484 49.047267913818359, 20.207345962524414 49.047271728515625, 20.206937789916992 49.047306060791016, 20.206621170043945 49.047401428222656)"
429485325,,service,,,,"LINESTRING (20.207263946533203 49.054988861083984, 20.207307815551758 49.0547981262207, 20.207309722900391 49.054718017578125, 20.207300186157227 49.054618835449219, 20.207241058349609 49.054523468017578, 20.207122802734375 49.054393768310547)"
429485326,,track,,,,"LINESTRING (20.178689956665039 49.042331695556641, 20.17900276184082 49.042266845703125, 20.179252624511719 49.042171478271484, 20.179872512817383 49.041904449462891, 20.18011474609375 49.041748046875, 20.180521011352539 49.041587829589844, 20.180747985839844 49.041545867919922, 20.180997848510742 49.041553497314453, 20.18177604675293 49.0418586730957, 20.1826171875 49.041988372802734, 20.183435440063477 49.042015075683594, 20.183774948120117 49.042007446289062, 20.185239791870117 49.042263031005859, 20.185466766357422 49.042285919189453, 20.185611724853516 49.042308807373047, 20.185680389404297 49.042354583740234, 20.185722351074219 49.042438507080078, 20.185722351074219 49.042518615722656, 20.185644149780273 49.0426139831543, 20.18522834777832 49.0429573059082, 20.185199737548828 49.0430793762207, 20.185220718383789 49.043163299560547, 20.185340881347656 49.043239593505859, 20.1860294342041 49.043281555175781, 20.186595916748047 49.043342590332031, 20.186765670776367 49.0433464050293, 20.186920166015625 49.043312072753906, 20.187143325805664 49.043190002441406, 20.187410354614258 49.043136596679688, 20.187580108642578 49.043121337890625, 20.187793731689453 49.043163299560547, 20.187923431396484 49.043174743652344, 20.188165664672852 49.043174743652344, 20.188480377197266 49.0432014465332, 20.18907356262207 49.043437957763672, 20.190166473388672 49.043907165527344, 20.190376281738281 49.044044494628906, 20.190700531005859 49.044284820556641, 20.190963745117188 49.044437408447266, 20.191667556762695 49.0447998046875, 20.191919326782227 49.044879913330078, 20.19218635559082 49.0449333190918, 20.194267272949219 49.045303344726562, 20.194736480712891 49.045417785644531, 20.195060729980469 49.045429229736328, 20.196983337402344 49.0454216003418, 20.197362899780273 49.045406341552734, 20.199151992797852 49.0451774597168, 20.199544906616211 49.045116424560547, 20.201330184936523 49.044582366943359, 20.201669692993164 49.044528961181641, 20.202917098999023 49.044364929199219, 20.203989028930664 49.044357299804688, 20.205352783203125 49.04443359375, 20.205904006958008 49.0444221496582, 20.206121444702148 49.044410705566406, 20.20631217956543 49.044414520263672, 20.206785202026367 49.044528961181641, 20.20728874206543 49.044582366943359, 20.208400726318359 49.044654846191406, 20.20863151550293 49.044654846191406, 20.208967208862305 49.04461669921875, 20.209327697753906 49.044593811035156, 20.209627151489258 49.044593811035156, 20.210271835327148 49.044654846191406, 20.210554122924805 49.044670104980469, 20.210712432861328 49.044662475585938, 20.211278915405273 49.044483184814453, 20.211978912353516 49.044391632080078, 20.212533950805664 49.044284820556641, 20.212949752807617 49.044170379638672, 20.213277816772461 49.044036865234375, 20.213655471801758 49.043827056884766, 20.213979721069336 49.043685913085938, 20.214536666870117 49.043556213378906, 20.215034484863281 49.043529510498047, 20.215431213378906 49.043540954589844, 20.216148376464844 49.043632507324219, 20.216861724853516 49.043781280517578, 20.217540740966797 49.043998718261719, 20.218355178833008 49.044235229492188, 20.221565246582031 49.044914245605469, 20.221866607666016 49.045001983642578)"
429485327,Štefánikova,residential,,1,,"LINESTRING (20.201717376708984 49.054908752441406, 20.201690673828125 49.055011749267578, 20.201684951782227 49.055030822753906)"
429560390,,motorway,yes,2,,"LINESTRING (20.178085327148438 49.065273284912109, 20.177480697631836 49.065414428710938, 20.175594329833984 49.065887451171875, 20.174650192260742 49.066123962402344, 20.173721313476562 49.06634521484375, 20.173009872436523 49.066497802734375, 20.172311782836914 49.066631317138672, 20.171985626220703 49.066688537597656, 20.171670913696289 49.066745758056641, 20.171291351318359 49.066810607910156, 20.170915603637695 49.066871643066406, 20.170167922973633 49.066982269287109, 20.169435501098633 49.067073822021484, 20.168704986572266 49.067157745361328, 20.167989730834961 49.067226409912109, 20.167509078979492 49.067264556884766, 20.167036056518555 49.067298889160156, 20.166576385498047 49.067329406738281, 20.166110992431641 49.067356109619141)"
429560391,,motorway,yes,2,,"LINESTRING (20.166128158569336 49.067214965820312, 20.166589736938477 49.067195892333984, 20.167078018188477 49.067165374755859, 20.167539596557617 49.067131042480469, 20.168001174926758 49.067085266113281, 20.168581008911133 49.067035675048828, 20.169200897216797 49.066970825195312, 20.169857025146484 49.066898345947266, 20.170463562011719 49.066806793212891, 20.171062469482422 49.066722869873047, 20.171640396118164 49.066627502441406, 20.172260284423828 49.066520690917969, 20.172901153564453 49.0663948059082, 20.173656463623047 49.066238403320312, 20.174528121948242 49.066036224365234, 20.175411224365234 49.065818786621094, 20.177146911621094 49.065383911132812, 20.177446365356445 49.065311431884766, 20.177818298339844 49.065216064453125, 20.178018569946289 49.065166473388672)"
429560392,,motorway,yes,2,yes,"LINESTRING (20.178506851196289 49.0651741027832, 20.178085327148438 49.065273284912109)"
429560393,,motorway,yes,2,yes,"LINESTRING (20.178018569946289 49.065166473388672, 20.1784610748291 49.065059661865234)"
429560394,Hraničná,residential,,,,"LINESTRING (20.175069808959961 49.0577392578125, 20.175056457519531 49.05780029296875)"
429560395,Mierová,residential,,2,,"LINESTRING (20.208003997802734 49.059116363525391, 20.208242416381836 49.059135437011719, 20.209596633911133 49.059253692626953, 20.213172912597656 49.059555053710938)"
429560396,Okružná,residential,,,,"LINESTRING (20.173654556274414 49.061126708984375, 20.173425674438477 49.061611175537109, 20.173257827758789 49.061988830566406)"
429560397,Slovenského Národného Povstania,residential,,2,,"LINESTRING (20.198366165161133 49.059600830078125, 20.198322296142578 49.059829711914062)"
429560398,Slovenského Národného Povstania,residential,,2,,"LINESTRING (20.198642730712891 49.058303833007812, 20.198629379272461 49.058368682861328, 20.198431015014648 49.059303283691406, 20.198379516601562 49.059539794921875, 20.198366165161133 49.059600830078125)"
429560399,,track,,,,"LINESTRING (20.178327560424805 49.065330505371094, 20.178783416748047 49.066082000732422, 20.178781509399414 49.066215515136719, 20.178688049316406 49.0665168762207, 20.178657531738281 49.066703796386719, 20.17866325378418 49.0669059753418, 20.178644180297852 49.06707763671875, 20.178367614746094 49.067985534667969, 20.178319931030273 49.068351745605469, 20.17833137512207 49.069107055664062)"
429560400,,track,,,,"LINESTRING (20.159191131591797 49.0693359375, 20.159353256225586 49.069370269775391, 20.159500122070312 49.069377899169922, 20.159698486328125 49.069332122802734, 20.159847259521484 49.069263458251953, 20.160194396972656 49.069099426269531, 20.161222457885742 49.068561553955078, 20.16148567199707 49.068485260009766, 20.161672592163086 49.068458557128906, 20.161867141723633 49.068523406982422, 20.162284851074219 49.068778991699219)"
429560402,,track,,,,"LINESTRING (20.1502742767334 49.073440551757812, 20.150577545166016 49.073287963867188, 20.151155471801758 49.072689056396484, 20.152225494384766 49.071945190429688, 20.1529483795166 49.071250915527344, 20.153512954711914 49.070854187011719, 20.1551513671875 49.069843292236328, 20.155338287353516 49.069766998291016, 20.156103134155273 49.069580078125, 20.156820297241211 49.069389343261719, 20.157268524169922 49.069301605224609, 20.157682418823242 49.069190979003906, 20.158063888549805 49.069004058837891, 20.158424377441406 49.068809509277344, 20.15861701965332 49.068752288818359, 20.158935546875 49.068733215332031)"
429560403,,track,,,,"LINESTRING (20.162284851074219 49.068778991699219, 20.162435531616211 49.068878173828125, 20.162683486938477 49.068977355957031, 20.162940979003906 49.069026947021484, 20.163248062133789 49.06903076171875, 20.164306640625 49.0688591003418, 20.164815902709961 49.068767547607422, 20.165122985839844 49.068775177001953, 20.165473937988281 49.068843841552734, 20.16596794128418 49.069046020507812, 20.166297912597656 49.069164276123047, 20.1666316986084 49.069187164306641, 20.16700553894043 49.069156646728516)"
429560404,,track,,,,"LINESTRING (20.164022445678711 49.066555023193359, 20.163925170898438 49.066650390625, 20.163890838623047 49.066757202148438, 20.163854598999023 49.066890716552734, 20.163667678833008 49.067024230957031, 20.163093566894531 49.067276000976562, 20.16261100769043 49.067436218261719, 20.161693572998047 49.067657470703125, 20.160867691040039 49.067955017089844, 20.160213470458984 49.0683479309082, 20.159858703613281 49.068546295166016, 20.159509658813477 49.068653106689453, 20.159143447875977 49.068695068359375, 20.158935546875 49.068733215332031)"
429560405,,track,,,,"LINESTRING (20.166393280029297 49.065364837646484, 20.166240692138672 49.065193176269531, 20.165901184082031 49.065029144287109, 20.165107727050781 49.064674377441406, 20.164791107177734 49.064487457275391, 20.164592742919922 49.064296722412109, 20.164539337158203 49.064136505126953, 20.164497375488281 49.063888549804688, 20.164432525634766 49.063529968261719, 20.164539337158203 49.063320159912109, 20.165300369262695 49.062713623046875, 20.16539192199707 49.0625, 20.165441513061523 49.062320709228516, 20.165327072143555 49.062099456787109, 20.165220260620117 49.061874389648438)"
429560406,,service,,,,"LINESTRING (20.141088485717773 49.071514129638672, 20.141645431518555 49.071949005126953)"
429560407,,footway,,,,"LINESTRING (20.174623489379883 49.057758331298828, 20.17097282409668 49.057403564453125)"
429560408,,track,,,yes,"LINESTRING (20.158899307250977 49.068927764892578, 20.159097671508789 49.0692138671875)"
429560409,,footway,,,,"LINESTRING (20.175056457519531 49.05780029296875, 20.174623489379883 49.057758331298828)"
429560410,,footway,,,,"LINESTRING (20.174663543701172 49.057601928710938, 20.174562454223633 49.057594299316406, 20.17445182800293 49.057582855224609)"
429560411,,track,,,,"LINESTRING (20.170890808105469 49.063072204589844, 20.17059326171875 49.063312530517578, 20.170377731323242 49.063423156738281, 20.17017936706543 49.06353759765625, 20.169755935668945 49.063930511474609, 20.169225692749023 49.064247131347656, 20.168619155883789 49.064510345458984, 20.167926788330078 49.064746856689453, 20.167228698730469 49.064907073974609, 20.166837692260742 49.0650634765625, 20.166521072387695 49.065235137939453, 20.166393280029297 49.065364837646484, 20.166322708129883 49.065509796142578, 20.166210174560547 49.065704345703125, 20.165807723999023 49.066059112548828, 20.165298461914062 49.066398620605469, 20.164976119995117 49.0665168762207, 20.164712905883789 49.066543579101562, 20.164327621459961 49.066555023193359, 20.164117813110352 49.066543579101562, 20.164022445678711 49.066555023193359)"
429560412,,footway,,,,"LINESTRING (20.183183670043945 49.058403015136719, 20.1769962310791 49.057823181152344, 20.174663543701172 49.057601928710938)"
429560413,,footway,,,,"LINESTRING (20.174663543701172 49.057601928710938, 20.174627304077148 49.057701110839844, 20.174623489379883 49.057758331298828)"
429560414,,track,,,,"LINESTRING (20.149492263793945 49.072635650634766, 20.150070190429688 49.072998046875, 20.1502742767334 49.073440551757812)"
429560415,,track,,,,"LINESTRING (20.158935546875 49.068733215332031, 20.158866882324219 49.068881988525391, 20.158899307250977 49.068927764892578)"
429560416,,track,,,,"LINESTRING (20.189739227294922 49.060234069824219, 20.189535140991211 49.060184478759766, 20.189363479614258 49.060195922851562, 20.189212799072266 49.060226440429688, 20.189075469970703 49.060306549072266, 20.188898086547852 49.060462951660156, 20.188737869262695 49.060550689697266, 20.188175201416016 49.060745239257812, 20.187740325927734 49.060863494873047, 20.187297821044922 49.061061859130859, 20.187131881713867 49.061164855957031, 20.186916351318359 49.061378479003906, 20.186262130737305 49.061981201171875, 20.185943603515625 49.062206268310547, 20.185178756713867 49.062553405761719, 20.183700561523438 49.063186645507812, 20.182863235473633 49.063468933105469, 20.1821346282959 49.063827514648438, 20.181833267211914 49.063919067382812, 20.181058883666992 49.064109802246094, 20.180934906005859 49.064163208007812, 20.180822372436523 49.064231872558594, 20.180744171142578 49.064327239990234, 20.180599212646484 49.064399719238281, 20.180444717407227 49.064430236816406, 20.180017471313477 49.06451416015625, 20.179290771484375 49.064598083496094, 20.178466796875 49.064704895019531, 20.178285598754883 49.064777374267578, 20.178180694580078 49.064865112304688, 20.178155899047852 49.064987182617188, 20.178327560424805 49.065330505371094, 20.178754806518555 49.066024780273438)"
429560417,,track,,,,"LINESTRING (20.168285369873047 49.061866760253906, 20.168014526367188 49.061904907226562, 20.167924880981445 49.061843872070312, 20.167940139770508 49.061790466308594)"
429560418,,track,,,,"LINESTRING (20.149492263793945 49.072635650634766, 20.15068244934082 49.071990966796875, 20.151330947875977 49.071418762207031, 20.152244567871094 49.070640563964844)"
429560419,,track,,,,"LINESTRING (20.150070190429688 49.072998046875, 20.150184631347656 49.072910308837891, 20.150148391723633 49.072849273681641, 20.150035858154297 49.072784423828125, 20.149492263793945 49.072635650634766)"
429560420,,track,,,,"LINESTRING (20.171871185302734 49.062175750732422, 20.171733856201172 49.062263488769531, 20.171443939208984 49.062549591064453, 20.171100616455078 49.062923431396484, 20.170890808105469 49.063072204589844)"
429560421,,track,,,,"LINESTRING (20.150035858154297 49.072784423828125, 20.150165557861328 49.0727653503418, 20.150331497192383 49.072669982910156, 20.150951385498047 49.07220458984375, 20.151151657104492 49.0720100402832)"
429560422,,track,,,,"LINESTRING (20.147972106933594 49.073635101318359, 20.14863395690918 49.073722839355469, 20.148998260498047 49.073848724365234, 20.149221420288086 49.073883056640625, 20.149377822875977 49.073875427246094, 20.149698257446289 49.073780059814453, 20.149938583374023 49.07366943359375, 20.1502742767334 49.073440551757812)"
429560423,,track,,,,"LINESTRING (20.167940139770508 49.061790466308594, 20.167009353637695 49.062049865722656, 20.166547775268555 49.062118530273438, 20.16581916809082 49.062057495117188, 20.16535758972168 49.061943054199219, 20.165220260620117 49.061874389648438)"
429560424,,track,,,,"LINESTRING (20.165220260620117 49.061874389648438, 20.165027618408203 49.061676025390625, 20.164770126342773 49.061550140380859, 20.164491653442383 49.061519622802734, 20.164329528808594 49.0615348815918, 20.1640682220459 49.061573028564453, 20.163814544677734 49.061588287353516, 20.163627624511719 49.061664581298828, 20.163364410400391 49.061885833740234, 20.163127899169922 49.061973571777344, 20.162876129150391 49.062026977539062, 20.162485122680664 49.062046051025391, 20.16166877746582 49.062263488769531, 20.160987854003906 49.062408447265625, 20.160392761230469 49.06243896484375, 20.160017013549805 49.062446594238281, 20.159641265869141 49.062469482421875, 20.159297943115234 49.062412261962891, 20.15892219543457 49.062435150146484, 20.158525466918945 49.062427520751953, 20.158353805541992 49.062458038330078, 20.158123016357422 49.062549591064453, 20.157705307006836 49.06268310546875, 20.157238006591797 49.062831878662109, 20.156755447387695 49.063091278076172, 20.156406402587891 49.063323974609375, 20.156021118164062 49.063495635986328, 20.155269622802734 49.0638427734375, 20.154872894287109 49.064002990722656, 20.154512405395508 49.064289093017578, 20.1541690826416 49.064659118652344, 20.153745651245117 49.064956665039062, 20.153446197509766 49.06500244140625, 20.1527099609375 49.065128326416016, 20.152395248413086 49.06524658203125, 20.151824951171875 49.065395355224609, 20.15135383605957 49.0655632019043, 20.150478363037109 49.065811157226562, 20.149620056152344 49.066204071044922, 20.14909553527832 49.066410064697266, 20.148666381835938 49.066551208496094, 20.148305892944336 49.066688537597656, 20.148092269897461 49.066848754882812, 20.1475887298584 49.067386627197266, 20.147298812866211 49.067726135253906, 20.14668083190918 49.068119049072266, 20.146224975585938 49.068355560302734, 20.145898818969727 49.068584442138672, 20.145683288574219 49.068912506103516, 20.145662307739258 49.069072723388672, 20.145662307739258 49.0695686340332, 20.145763397216797 49.069755554199219, 20.1457576751709 49.069942474365234, 20.145608901977539 49.070281982421875, 20.14537239074707 49.070449829101562, 20.145107269287109 49.070682525634766, 20.144624710083008 49.070991516113281, 20.144121170043945 49.071334838867188, 20.14361572265625 49.071430206298828, 20.143283843994141 49.071548461914062, 20.142942428588867 49.071708679199219, 20.142513275146484 49.071750640869141)"
